"year_week","sexo","agrp","dpt_cdc","prov_cdc","n"
"2020-04-19","M","45-64","PIURA","SULLANA",2
"2020-04-19","M","45-64","PIURA","TALARA",2
"2020-04-19","M","45-64","SAN MARTIN","TOCACHE",1
"2020-04-19","M","45-64","TUMBES","TUMBES",3
"2020-04-19","M","45-64","TUMBES","ZARUMILLA",2
"2020-04-19","M","45-64","UCAYALI","CORONEL PORTILLO",6
"2020-04-19","M","65+","ANCASH","CASMA",3
"2020-04-19","M","65+","ANCASH","SANTA",7
"2020-04-19","M","65+","APURIMAC","ABANCAY",2
"2020-04-19","M","65+","APURIMAC","CHINCHEROS",1
"2020-04-19","M","65+","CAJAMARCA","CAJABAMBA",1
"2020-04-19","M","65+","CAJAMARCA","JAEN",1
"2020-04-19","M","65+","CALLAO","CALLAO",7
"2020-04-19","M","65+","HUANCAVELICA","ACOBAMBA",1
"2020-04-19","M","65+","HUANCAVELICA","CASTROVIRREYNA",1
"2020-04-19","M","65+","ICA","CHINCHA",3
"2020-04-19","M","65+","ICA","ICA",3
"2020-04-19","M","65+","ICA","NAZCA",1
"2020-04-19","M","65+","JUNIN","CONCEPCION",1
"2020-04-19","M","65+","LA LIBERTAD","ASCOPE",1
"2020-04-19","M","65+","LA LIBERTAD","CHEPEN",1
"2020-04-19","M","65+","LA LIBERTAD","OTUZCO",1
"2020-04-19","M","65+","LA LIBERTAD","TRUJILLO",3
"2020-04-19","M","65+","LAMBAYEQUE","CHICLAYO",7
"2020-04-19","M","65+","LAMBAYEQUE","FERREÑAFE",6
"2020-04-19","M","65+","LAMBAYEQUE","LAMBAYEQUE",4
"2020-04-19","M","65+","LIMA","BARRANCA",1
"2020-04-19","M","65+","LIMA","CAÑETE",4
"2020-04-19","M","65+","LIMA","HUARAL",2
"2020-04-19","M","65+","LIMA","HUAURA",3
"2020-04-19","M","65+","LIMA","LIMA",7
"2020-04-19","M","65+","LIMA","YAUYOS",1
"2020-04-19","M","65+","LORETO","MAYNAS",7
"2020-04-19","M","65+","PASCO","PASCO",1
"2020-04-19","M","65+","PIURA","MORROPON",2
"2020-04-19","M","65+","PIURA","PAITA",2
"2020-04-19","M","65+","PIURA","PIURA",7
"2020-04-19","M","65+","PIURA","SULLANA",4
"2020-04-19","M","65+","PIURA","TALARA",1
"2020-04-19","M","65+","PUNO","SAN ROMAN",1
"2020-04-19","M","65+","PUNO","SANDIA",1
"2020-04-19","M","65+","TACNA","TACNA",1
"2020-04-19","M","65+","TUMBES","CONTRALMIRANTE VILLAR",3
"2020-04-19","M","65+","TUMBES","TUMBES",2
"2020-04-19","M","65+","TUMBES","ZARUMILLA",1
"2020-04-19","M","65+","UCAYALI","CORONEL PORTILLO",7
"2020-04-26","F","0-17","LIMA","LIMA",1
"2020-04-26","F","0-17","PIURA","SULLANA",1
"2020-04-26","F","0-17","UCAYALI","CORONEL PORTILLO",2
"2020-04-26","F","18-44","CALLAO","CALLAO",2
"2020-04-26","F","18-44","ICA","CHINCHA",1
"2020-04-26","F","18-44","ICA","NAZCA",1
"2020-04-26","F","18-44","JUNIN","HUANCAYO",1
"2020-04-26","F","18-44","LA LIBERTAD","PACASMAYO",1
"2020-04-26","F","18-44","LAMBAYEQUE","CHICLAYO",1
"2020-04-26","F","18-44","LAMBAYEQUE","LAMBAYEQUE",2
"2020-04-26","F","18-44","LIMA","HUARAL",2
"2020-04-26","F","18-44","LIMA","LIMA",6
"2020-04-26","F","18-44","LORETO","MAYNAS",6
"2020-04-26","F","18-44","PIURA","MORROPON",1
"2020-04-26","F","18-44","PIURA","PIURA",6
"2020-04-26","F","18-44","PIURA","SECHURA",1
"2020-04-26","F","18-44","PIURA","SULLANA",1
"2020-04-26","F","18-44","UCAYALI","CORONEL PORTILLO",2
"2020-04-26","F","45-64","ANCASH","SANTA",2
"2020-04-26","F","45-64","AREQUIPA","AREQUIPA",1
"2020-04-26","F","45-64","CALLAO","CALLAO",5
"2020-04-26","F","45-64","ICA","CHINCHA",3
"2020-04-26","F","45-64","ICA","ICA",1
"2020-04-26","F","45-64","ICA","PISCO",1
"2020-04-26","F","45-64","JUNIN","HUANCAYO",1
"2020-04-26","F","45-64","LA LIBERTAD","ASCOPE",1
"2020-04-26","F","45-64","LA LIBERTAD","CHEPEN",2
"2020-04-26","F","45-64","LA LIBERTAD","TRUJILLO",1
"2020-04-26","F","45-64","LAMBAYEQUE","CHICLAYO",7
"2020-04-26","F","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-04-26","F","45-64","LAMBAYEQUE","LAMBAYEQUE",3
"2020-04-26","F","45-64","LIMA","CAÑETE",2
"2020-04-26","F","45-64","LIMA","HUARAL",1
"2020-04-26","F","45-64","LIMA","HUAROCHIRI",3
"2020-04-26","F","45-64","LIMA","HUAURA",1
"2020-04-26","F","45-64","LIMA","LIMA",7
"2020-04-26","F","45-64","LORETO","LORETO",1
"2020-04-26","F","45-64","LORETO","MAYNAS",7
"2020-04-26","F","45-64","MOQUEGUA","MARISCAL NIETO",1
"2020-04-26","F","45-64","PASCO","PASCO",1
"2020-04-26","F","45-64","PIURA","MORROPON",3
"2020-04-26","F","45-64","PIURA","PAITA",2
"2020-04-26","F","45-64","PIURA","PIURA",7
"2020-04-26","F","45-64","PIURA","SULLANA",3
"2020-04-26","F","45-64","PIURA","TALARA",1
"2020-04-26","F","45-64","PUNO","SANDIA",1
"2020-04-26","F","45-64","UCAYALI","CORONEL PORTILLO",7
"2020-04-26","F","65+","ANCASH","CASMA",1
"2020-04-26","F","65+","ANCASH","SANTA",5
"2020-04-26","F","65+","AREQUIPA","AREQUIPA",3
"2020-04-26","F","65+","AREQUIPA","CAMANA",1
"2020-04-26","F","65+","AYACUCHO","VICTOR FAJARDO",1
"2020-04-26","F","65+","CALLAO","CALLAO",7
"2020-04-26","F","65+","CUSCO","CUSCO",1
"2020-04-26","F","65+","HUANUCO","HUANUCO",2
"2020-04-26","F","65+","ICA","CHINCHA",2
"2020-04-26","F","65+","ICA","ICA",3
"2020-04-26","F","65+","LA LIBERTAD","CHEPEN",1
"2020-04-26","F","65+","LA LIBERTAD","PACASMAYO",1
"2020-04-26","F","65+","LA LIBERTAD","TRUJILLO",2
"2020-04-26","F","65+","LAMBAYEQUE","CHICLAYO",7
"2020-04-26","F","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-04-26","F","65+","LAMBAYEQUE","LAMBAYEQUE",6
"2020-04-26","F","65+","LIMA","CAÑETE",1
"2020-04-26","F","65+","LIMA","HUAURA",1
"2020-04-26","F","65+","LIMA","LIMA",7
"2020-04-26","F","65+","LORETO","LORETO",1
"2020-04-26","F","65+","LORETO","MARISCAL RAMON CASTILLA",1
"2020-04-26","F","65+","LORETO","MAYNAS",7
"2020-04-26","F","65+","LORETO","REQUENA",1
"2020-04-26","F","65+","PASCO","DANIEL ALCIDES CARRION",1
"2020-04-26","F","65+","PIURA","MORROPON",1
"2020-04-26","F","65+","PIURA","PIURA",7
"2020-04-26","F","65+","PIURA","SULLANA",4
"2020-04-26","F","65+","PIURA","TALARA",1
"2020-04-26","F","65+","SAN MARTIN","SAN MARTIN",1
"2020-04-26","F","65+","UCAYALI","CORONEL PORTILLO",7
"2020-04-26","M","0-17","LAMBAYEQUE","CHICLAYO",1
"2020-04-26","M","0-17","LIMA","LIMA",4
"2020-04-26","M","0-17","UCAYALI","CORONEL PORTILLO",1
"2020-04-26","M","18-44","AMAZONAS","BONGARA",1
"2020-04-26","M","18-44","ANCASH","SANTA",3
"2020-04-26","M","18-44","AREQUIPA","AREQUIPA",1
"2020-04-26","M","18-44","CAJAMARCA","JAEN",1
"2020-04-26","M","18-44","CALLAO","CALLAO",4
"2020-04-26","M","18-44","ICA","CHINCHA",3
"2020-04-26","M","18-44","ICA","ICA",1
"2020-04-26","M","18-44","JUNIN","HUANCAYO",1
"2020-04-26","M","18-44","LA LIBERTAD","TRUJILLO",2
"2020-04-26","M","18-44","LAMBAYEQUE","CHICLAYO",2
"2020-04-26","M","18-44","LAMBAYEQUE","FERREÑAFE",1
"2020-04-26","M","18-44","LAMBAYEQUE","LAMBAYEQUE",3
"2020-04-26","M","18-44","LIMA","CAÑETE",1
"2020-04-26","M","18-44","LIMA","HUARAL",1
"2020-04-26","M","18-44","LIMA","LIMA",7
"2020-04-26","M","18-44","LORETO","MAYNAS",6
"2020-04-26","M","18-44","PASCO","OXAPAMPA",1
"2020-04-26","M","18-44","PIURA","PAITA",2
"2020-04-26","M","18-44","PIURA","PIURA",6
"2020-04-26","M","18-44","PIURA","SULLANA",2
"2020-04-26","M","18-44","UCAYALI","CORONEL PORTILLO",5
"2020-04-26","M","45-64","ANCASH","HUARAZ",2
"2020-04-26","M","45-64","ANCASH","HUARMEY",1
"2020-04-26","M","45-64","ANCASH","SANTA",7
"2020-04-26","M","45-64","AREQUIPA","AREQUIPA",2
"2020-04-26","M","45-64","AREQUIPA","CAMANA",1
"2020-04-26","M","45-64","CALLAO","CALLAO",6
"2020-04-26","M","45-64","HUANCAVELICA","CHURCAMPA",1
"2020-04-26","M","45-64","ICA","CHINCHA",3
"2020-04-26","M","45-64","ICA","ICA",3
"2020-04-26","M","45-64","ICA","NAZCA",1
"2020-04-26","M","45-64","ICA","PALPA",1
"2020-04-26","M","45-64","ICA","PISCO",1
"2020-04-26","M","45-64","JUNIN","CHANCHAMAYO",1
"2020-04-26","M","45-64","JUNIN","CHUPACA",1
"2020-04-26","M","45-64","LA LIBERTAD","ASCOPE",1
"2020-04-26","M","45-64","LA LIBERTAD","CHEPEN",2
"2020-04-26","M","45-64","LA LIBERTAD","TRUJILLO",6
"2020-04-26","M","45-64","LAMBAYEQUE","CHICLAYO",7
"2020-04-26","M","45-64","LAMBAYEQUE","FERREÑAFE",4
"2020-04-26","M","45-64","LAMBAYEQUE","LAMBAYEQUE",5
"2020-04-26","M","45-64","LIMA","CAÑETE",2
"2020-04-26","M","45-64","LIMA","HUARAL",4
"2020-04-26","M","45-64","LIMA","HUAURA",1
"2020-04-26","M","45-64","LIMA","LIMA",7
"2020-04-26","M","45-64","LORETO","ALTO AMAZONAS",1
"2020-04-26","M","45-64","LORETO","LORETO",2
"2020-04-26","M","45-64","LORETO","MAYNAS",7
"2020-04-26","M","45-64","LORETO","REQUENA",1
"2020-04-26","M","45-64","PIURA","MORROPON",2
"2020-04-26","M","45-64","PIURA","PAITA",1
"2020-04-26","M","45-64","PIURA","PIURA",7
"2020-04-26","M","45-64","PIURA","SECHURA",2
"2020-04-26","M","45-64","PIURA","SULLANA",5
"2020-04-26","M","45-64","PIURA","TALARA",2
"2020-04-26","M","45-64","PUNO","SAN ROMAN",1
"2020-04-26","M","45-64","TACNA","TACNA",1
"2020-04-26","M","45-64","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-04-26","M","45-64","TUMBES","TUMBES",1
"2020-04-26","M","45-64","TUMBES","ZARUMILLA",1
"2020-04-26","M","45-64","UCAYALI","CORONEL PORTILLO",7
"2020-04-26","M","65+","AMAZONAS","UTCUBAMBA",1
"2020-04-26","M","65+","ANCASH","CASMA",1
"2020-04-26","M","65+","ANCASH","HUARAZ",1
"2020-04-26","M","65+","ANCASH","SANTA",7
"2020-04-26","M","65+","AREQUIPA","AREQUIPA",2
"2020-04-26","M","65+","CAJAMARCA","CUTERVO",1
"2020-04-26","M","65+","CAJAMARCA","HUALGAYOC",1
"2020-04-26","M","65+","CAJAMARCA","JAEN",1
"2020-04-26","M","65+","CAJAMARCA","SANTA CRUZ",1
"2020-04-26","M","65+","CALLAO","CALLAO",7
"2020-04-26","M","65+","HUANCAVELICA","ACOBAMBA",1
"2020-04-26","M","65+","HUANUCO","LEONCIO PRADO",1
"2020-04-26","M","65+","ICA","CHINCHA",5
"2020-04-26","M","65+","ICA","ICA",3
"2020-04-26","M","65+","ICA","PISCO",2
"2020-04-26","M","65+","JUNIN","CHUPACA",2
"2020-04-26","M","65+","JUNIN","CONCEPCION",1
"2020-04-26","M","65+","JUNIN","HUANCAYO",1
"2020-04-26","M","65+","JUNIN","JAUJA",1
"2020-04-26","M","65+","JUNIN","SATIPO",1
"2020-04-26","M","65+","LA LIBERTAD","ASCOPE",1
"2020-04-26","M","65+","LA LIBERTAD","CHEPEN",4
"2020-04-26","M","65+","LA LIBERTAD","PACASMAYO",1
"2020-04-26","M","65+","LA LIBERTAD","TRUJILLO",6
"2020-04-26","M","65+","LAMBAYEQUE","CHICLAYO",7
"2020-04-26","M","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-04-26","M","65+","LAMBAYEQUE","LAMBAYEQUE",6
"2020-04-26","M","65+","LIMA","BARRANCA",1
"2020-04-26","M","65+","LIMA","CAÑETE",3
"2020-04-26","M","65+","LIMA","HUARAL",4
"2020-04-26","M","65+","LIMA","HUAROCHIRI",2
"2020-04-26","M","65+","LIMA","HUAURA",1
"2020-04-26","M","65+","LIMA","LIMA",7
"2020-04-26","M","65+","LIMA","OYON",2
"2020-04-26","M","65+","LORETO","MARISCAL RAMON CASTILLA",2
"2020-04-26","M","65+","LORETO","MAYNAS",7
"2020-04-26","M","65+","LORETO","REQUENA",2
"2020-04-26","M","65+","PASCO","DANIEL ALCIDES CARRION",1
"2020-04-26","M","65+","PASCO","PASCO",1
"2020-04-26","M","65+","PIURA","AYABACA",1
"2020-04-26","M","65+","PIURA","MORROPON",3
"2020-04-26","M","65+","PIURA","PAITA",4
"2020-04-26","M","65+","PIURA","PIURA",7
"2020-04-26","M","65+","PIURA","SECHURA",1
"2020-04-26","M","65+","PIURA","SULLANA",4
"2020-04-26","M","65+","PIURA","TALARA",2
"2020-04-26","M","65+","PUNO","AZANGARO",1
"2020-04-26","M","65+","SAN MARTIN","SAN MARTIN",1
"2020-04-26","M","65+","TUMBES","TUMBES",2
"2020-04-26","M","65+","TUMBES","ZARUMILLA",1
"2020-04-26","M","65+","UCAYALI","CORONEL PORTILLO",7
"2020-05-03","F","0-17","CAJAMARCA","JAEN",1
"2020-05-03","F","0-17","JUNIN","CHANCHAMAYO",1
"2020-05-03","F","0-17","JUNIN","CONCEPCION",1
"2020-05-03","F","0-17","LAMBAYEQUE","LAMBAYEQUE",3
"2020-05-03","F","0-17","LORETO","MAYNAS",1
"2020-05-03","F","0-17","PIURA","SULLANA",1
"2020-05-03","F","0-17","TUMBES","TUMBES",1
"2020-05-03","F","0-17","UCAYALI","CORONEL PORTILLO",2
"2020-05-03","F","18-44","ANCASH","CASMA",1
"2020-05-03","F","18-44","ANCASH","OCROS",1
"2020-05-03","F","18-44","ANCASH","SANTA",1
"2020-05-03","F","18-44","ANCASH","YUNGAY",1
"2020-05-03","F","18-44","CALLAO","CALLAO",4
"2020-05-03","F","18-44","ICA","CHINCHA",2
"2020-05-03","F","18-44","LA LIBERTAD","ASCOPE",1
"2020-05-03","F","18-44","LAMBAYEQUE","CHICLAYO",1
"2020-05-03","F","18-44","LIMA","CAÑETE",1
"2020-05-03","F","18-44","LIMA","LIMA",7
"2020-05-03","F","18-44","LORETO","MAYNAS",6
"2020-05-03","F","18-44","MADRE DE DIOS","TAMBOPATA",1
"2020-05-03","F","18-44","PIURA","PAITA",1
"2020-05-03","F","18-44","PIURA","PIURA",1
"2020-05-03","F","18-44","PIURA","SULLANA",1
"2020-05-03","F","18-44","TUMBES","TUMBES",1
"2020-05-03","F","18-44","UCAYALI","CORONEL PORTILLO",4
"2020-05-03","F","45-64","AMAZONAS","UTCUBAMBA",1
"2020-05-03","F","45-64","ANCASH","CARHUAZ",1
"2020-05-03","F","45-64","ANCASH","SANTA",5
"2020-05-03","F","45-64","AREQUIPA","AREQUIPA",1
"2020-05-03","F","45-64","CALLAO","CALLAO",7
"2020-05-03","F","45-64","HUANUCO","AMBO",1
"2020-05-03","F","45-64","ICA","CHINCHA",3
"2020-05-03","F","45-64","ICA","ICA",3
"2020-05-03","F","45-64","ICA","PISCO",1
"2020-05-03","F","45-64","JUNIN","HUANCAYO",1
"2020-05-03","F","45-64","JUNIN","TARMA",1
"2020-05-03","F","45-64","LA LIBERTAD","CHEPEN",1
"2020-05-03","F","45-64","LA LIBERTAD","TRUJILLO",1
"2020-05-03","F","45-64","LAMBAYEQUE","CHICLAYO",6
"2020-05-03","F","45-64","LAMBAYEQUE","FERREÑAFE",2
"2020-05-03","F","45-64","LAMBAYEQUE","LAMBAYEQUE",5
"2020-05-03","F","45-64","LIMA","CAÑETE",2
"2020-05-03","F","45-64","LIMA","HUARAL",1
"2020-05-03","F","45-64","LIMA","LIMA",7
"2020-05-03","F","45-64","LORETO","DATEM DEL MARAÑON",1
"2020-05-03","F","45-64","LORETO","MARISCAL RAMON CASTILLA",1
"2020-05-03","F","45-64","LORETO","MAYNAS",7
"2020-05-03","F","45-64","LORETO","REQUENA",1
"2020-05-03","F","45-64","PASCO","OXAPAMPA",1
"2020-05-03","F","45-64","PIURA","MORROPON",2
"2020-05-03","F","45-64","PIURA","PIURA",7
"2020-05-03","F","45-64","PIURA","SULLANA",3
"2020-05-03","F","45-64","PIURA","TALARA",3
"2020-05-03","F","45-64","TACNA","TACNA",1
"2020-05-03","F","45-64","TUMBES","TUMBES",3
"2020-05-03","F","45-64","UCAYALI","CORONEL PORTILLO",6
"2020-05-03","F","65+","ANCASH","BOLOGNESI",1
"2020-05-03","F","65+","ANCASH","SANTA",6
"2020-05-03","F","65+","AREQUIPA","AREQUIPA",3
"2020-05-03","F","65+","AREQUIPA","ISLAY",1
"2020-05-03","F","65+","AYACUCHO","LUCANAS",1
"2020-05-03","F","65+","CAJAMARCA","JAEN",1
"2020-05-03","F","65+","CALLAO","CALLAO",7
"2020-05-03","F","65+","CUSCO","ACOMAYO",1
"2020-05-03","F","65+","CUSCO","CUSCO",1
"2020-05-03","F","65+","HUANUCO","LEONCIO PRADO",1
"2020-05-03","F","65+","ICA","CHINCHA",4
"2020-05-03","F","65+","ICA","ICA",2
"2020-05-03","F","65+","ICA","NAZCA",1
"2020-05-03","F","65+","ICA","PISCO",1
"2020-05-03","F","65+","JUNIN","CONCEPCION",1
"2020-05-03","F","65+","JUNIN","YAULI",1
"2020-05-03","F","65+","LA LIBERTAD","ASCOPE",1
"2020-05-03","F","65+","LA LIBERTAD","CHEPEN",2
"2020-05-03","F","65+","LA LIBERTAD","TRUJILLO",3
"2020-05-03","F","65+","LAMBAYEQUE","CHICLAYO",7
"2020-05-03","F","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-05-03","F","65+","LAMBAYEQUE","LAMBAYEQUE",5
"2020-05-03","F","65+","LIMA","BARRANCA",1
"2020-05-03","F","65+","LIMA","CAÑETE",5
"2020-05-03","F","65+","LIMA","HUARAL",1
"2020-05-03","F","65+","LIMA","HUAROCHIRI",2
"2020-05-03","F","65+","LIMA","HUAURA",2
"2020-05-03","F","65+","LIMA","LIMA",7
"2020-05-03","F","65+","LORETO","ALTO AMAZONAS",1
"2020-05-03","F","65+","LORETO","LORETO",1
"2020-05-03","F","65+","LORETO","MARISCAL RAMON CASTILLA",1
"2020-05-03","F","65+","LORETO","MAYNAS",7
"2020-05-03","F","65+","LORETO","REQUENA",4
"2020-05-03","F","65+","PASCO","PASCO",1
"2020-05-03","F","65+","PIURA","AYABACA",1
"2020-05-03","F","65+","PIURA","HUANCABAMBA",1
"2020-05-03","F","65+","PIURA","MORROPON",2
"2020-05-03","F","65+","PIURA","PIURA",6
"2020-05-03","F","65+","PIURA","SECHURA",1
"2020-05-03","F","65+","PIURA","SULLANA",7
"2020-05-03","F","65+","PIURA","TALARA",3
"2020-05-03","F","65+","PUNO","YUNGUYO",1
"2020-05-03","F","65+","SAN MARTIN","BELLAVISTA",2
"2020-05-03","F","65+","SAN MARTIN","MARISCAL CACERES",1
"2020-05-03","F","65+","SAN MARTIN","MOYOBAMBA",1
"2020-05-03","F","65+","TUMBES","TUMBES",3
"2020-05-03","F","65+","TUMBES","ZARUMILLA",1
"2020-05-03","F","65+","UCAYALI","CORONEL PORTILLO",7
"2020-05-03","M","0-17","ANCASH","PALLASCA",1
"2020-05-03","M","0-17","ANCASH","SANTA",1
"2020-05-03","M","0-17","LAMBAYEQUE","CHICLAYO",1
"2020-05-03","M","0-17","LIMA","LIMA",4
"2020-05-03","M","0-17","LORETO","MAYNAS",2
"2020-05-03","M","0-17","PASCO","DANIEL ALCIDES CARRION",1
"2020-05-03","M","18-44","ANCASH","SANTA",2
"2020-05-03","M","18-44","CAJAMARCA","CAJAMARCA",1
"2020-05-03","M","18-44","CALLAO","CALLAO",5
"2020-05-03","M","18-44","HUANCAVELICA","HUANCAVELICA",1
"2020-05-03","M","18-44","ICA","ICA",1
"2020-05-03","M","18-44","ICA","PALPA",1
"2020-05-03","M","18-44","LA LIBERTAD","ASCOPE",1
"2020-05-03","M","18-44","LA LIBERTAD","CHEPEN",1
"2020-05-03","M","18-44","LA LIBERTAD","PACASMAYO",1
"2020-05-03","M","18-44","LAMBAYEQUE","CHICLAYO",5
"2020-05-03","M","18-44","LAMBAYEQUE","FERREÑAFE",1
"2020-05-03","M","18-44","LAMBAYEQUE","LAMBAYEQUE",1
"2020-05-03","M","18-44","LIMA","HUAROCHIRI",1
"2020-05-03","M","18-44","LIMA","LIMA",7
"2020-05-03","M","18-44","LORETO","ALTO AMAZONAS",1
"2020-05-03","M","18-44","LORETO","LORETO",1
"2020-05-03","M","18-44","LORETO","MAYNAS",7
"2020-05-03","M","18-44","MADRE DE DIOS","TAMBOPATA",1
"2020-05-03","M","18-44","PIURA","AYABACA",1
"2020-05-03","M","18-44","PIURA","MORROPON",1
"2020-05-03","M","18-44","PIURA","PAITA",2
"2020-05-03","M","18-44","PIURA","PIURA",6
"2020-05-03","M","18-44","PIURA","SULLANA",3
"2020-05-03","M","18-44","PIURA","TALARA",1
"2020-05-03","M","18-44","PUNO","HUANCANE",1
"2020-05-03","M","18-44","SAN MARTIN","SAN MARTIN",1
"2020-05-03","M","18-44","TACNA","TACNA",1
"2020-05-03","M","18-44","UCAYALI","CORONEL PORTILLO",5
"2020-05-03","M","45-64","AMAZONAS","BAGUA",2
"2020-05-03","M","45-64","AMAZONAS","LUYA",1
"2020-05-03","M","45-64","AMAZONAS","UTCUBAMBA",1
"2020-05-03","M","45-64","ANCASH","HUARAZ",3
"2020-05-03","M","45-64","ANCASH","HUARI",1
"2020-05-03","M","45-64","ANCASH","SANTA",7
"2020-05-03","M","45-64","AREQUIPA","AREQUIPA",2
"2020-05-03","M","45-64","CALLAO","CALLAO",7
"2020-05-03","M","45-64","HUANUCO","DOS DE MAYO",1
"2020-05-03","M","45-64","HUANUCO","HUANUCO",2
"2020-05-03","M","45-64","ICA","CHINCHA",2
"2020-05-03","M","45-64","ICA","ICA",4
"2020-05-03","M","45-64","ICA","NAZCA",1
"2020-05-03","M","45-64","ICA","PISCO",3
"2020-05-03","M","45-64","JUNIN","CHUPACA",2
"2020-05-03","M","45-64","JUNIN","HUANCAYO",2
"2020-05-03","M","45-64","JUNIN","JAUJA",1
"2020-05-03","M","45-64","JUNIN","JUNIN",1
"2020-05-03","M","45-64","LA LIBERTAD","CHEPEN",3
"2020-05-03","M","45-64","LA LIBERTAD","TRUJILLO",3
"2020-05-03","M","45-64","LAMBAYEQUE","CHICLAYO",7
"2020-05-03","M","45-64","LAMBAYEQUE","LAMBAYEQUE",5
"2020-05-03","M","45-64","LIMA","CAÑETE",6
"2020-05-03","M","45-64","LIMA","HUARAL",3
"2020-05-03","M","45-64","LIMA","HUAROCHIRI",2
"2020-05-03","M","45-64","LIMA","HUAURA",1
"2020-05-03","M","45-64","LIMA","LIMA",7
"2020-05-03","M","45-64","LORETO","ALTO AMAZONAS",1
"2020-05-03","M","45-64","LORETO","LORETO",1
"2020-05-03","M","45-64","LORETO","MARISCAL RAMON CASTILLA",2
"2020-05-03","M","45-64","LORETO","MAYNAS",7
"2020-05-03","M","45-64","LORETO","REQUENA",4
"2020-05-03","M","45-64","PIURA","AYABACA",1
"2020-05-03","M","45-64","PIURA","MORROPON",5
"2020-05-03","M","45-64","PIURA","PAITA",3
"2020-05-03","M","45-64","PIURA","PIURA",7
"2020-05-03","M","45-64","PIURA","SECHURA",1
"2020-05-03","M","45-64","PIURA","SULLANA",7
"2020-05-03","M","45-64","PIURA","TALARA",4
"2020-05-03","M","45-64","PUNO","PUNO",1
"2020-05-03","M","45-64","SAN MARTIN","BELLAVISTA",1
"2020-05-03","M","45-64","TUMBES","TUMBES",2
"2020-05-03","M","45-64","UCAYALI","CORONEL PORTILLO",7
"2020-05-03","M","65+","AMAZONAS","BAGUA",1
"2020-05-03","M","65+","AMAZONAS","UTCUBAMBA",1
"2020-05-03","M","65+","ANCASH","CASMA",1
"2020-05-03","M","65+","ANCASH","HUARAZ",1
"2020-05-03","M","65+","ANCASH","MARISCAL LUZURIAGA",1
"2020-05-03","M","65+","ANCASH","RECUAY",1
"2020-05-03","M","65+","ANCASH","SANTA",7
"2020-05-03","M","65+","APURIMAC","ANDAHUAYLAS",1
"2020-05-03","M","65+","AREQUIPA","AREQUIPA",5
"2020-05-03","M","65+","AYACUCHO","CANGALLO",1
"2020-05-03","M","65+","AYACUCHO","HUANTA",2
"2020-05-03","M","65+","AYACUCHO","PARINACOCHAS",3
"2020-05-03","M","65+","CAJAMARCA","HUALGAYOC",1
"2020-05-03","M","65+","CALLAO","CALLAO",7
"2020-05-03","M","65+","HUANUCO","DOS DE MAYO",1
"2020-05-03","M","65+","HUANUCO","HUANUCO",2
"2020-05-03","M","65+","HUANUCO","YAROWILCA",1
"2020-05-03","M","65+","ICA","CHINCHA",5
"2020-05-03","M","65+","ICA","ICA",6
"2020-05-03","M","65+","ICA","NAZCA",1
"2020-05-03","M","65+","ICA","PALPA",3
"2020-05-03","M","65+","ICA","PISCO",1
"2020-05-03","M","65+","JUNIN","CHUPACA",2
"2020-05-03","M","65+","JUNIN","CONCEPCION",2
"2020-05-03","M","65+","JUNIN","HUANCAYO",4
"2020-05-03","M","65+","JUNIN","JAUJA",1
"2020-05-03","M","65+","JUNIN","JUNIN",2
"2020-05-03","M","65+","LA LIBERTAD","ASCOPE",2
"2020-05-03","M","65+","LA LIBERTAD","CHEPEN",6
"2020-05-03","M","65+","LA LIBERTAD","PACASMAYO",1
"2020-05-03","M","65+","LA LIBERTAD","TRUJILLO",6
"2020-05-03","M","65+","LA LIBERTAD","VIRU",1
"2020-05-03","M","65+","LAMBAYEQUE","CHICLAYO",7
"2020-05-03","M","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-05-03","M","65+","LAMBAYEQUE","LAMBAYEQUE",6
"2020-05-03","M","65+","LIMA","BARRANCA",1
"2020-05-03","M","65+","LIMA","CAÑETE",5
"2020-05-03","M","65+","LIMA","HUARAL",1
"2020-05-03","M","65+","LIMA","HUAURA",3
"2020-05-03","M","65+","LIMA","LIMA",7
"2020-05-03","M","65+","LIMA","YAUYOS",1
"2020-05-03","M","65+","LORETO","ALTO AMAZONAS",3
"2020-05-03","M","65+","LORETO","LORETO",1
"2020-05-03","M","65+","LORETO","MARISCAL RAMON CASTILLA",4
"2020-05-03","M","65+","LORETO","MAYNAS",7
"2020-05-03","M","65+","LORETO","REQUENA",3
"2020-05-03","M","65+","PIURA","MORROPON",4
"2020-05-03","M","65+","PIURA","PAITA",4
"2020-05-03","M","65+","PIURA","PIURA",7
"2020-05-03","M","65+","PIURA","SECHURA",1
"2020-05-03","M","65+","PIURA","SULLANA",7
"2020-05-03","M","65+","PIURA","TALARA",3
"2020-05-03","M","65+","PUNO","HUANCANE",1
"2020-05-03","M","65+","PUNO","SAN ROMAN",1
"2020-05-03","M","65+","SAN MARTIN","BELLAVISTA",1
"2020-05-03","M","65+","SAN MARTIN","LAMAS",1
"2020-05-03","M","65+","TUMBES","TUMBES",2
