"year","week","sexo","agrp","dpt_cdc","n"
2020,32,"M","65+","ICA",54
2020,32,"M","65+","JUNIN",54
2020,32,"M","65+","LA LIBERTAD",67
2020,32,"M","65+","LAMBAYEQUE",34
2020,32,"M","65+","LIMA",588
2020,32,"M","65+","LORETO",12
2020,32,"M","65+","MADRE DE DIOS",6
2020,32,"M","65+","MOQUEGUA",63
2020,32,"M","65+","PASCO",8
2020,32,"M","65+","PIURA",48
2020,32,"M","65+","PUNO",43
2020,32,"M","65+","SAN MARTIN",20
2020,32,"M","65+","TACNA",37
2020,32,"M","65+","TUMBES",5
2020,32,"M","65+","UCAYALI",11
2020,33,"F","0-17","AMAZONAS",1
2020,33,"F","0-17","HUANCAVELICA",1
2020,33,"F","0-17","LA LIBERTAD",1
2020,33,"F","0-17","LIMA",4
2020,33,"F","0-17","PUNO",1
2020,33,"F","0-17","SAN MARTIN",1
2020,33,"F","0-17","UCAYALI",1
2020,33,"F","18-44","ANCASH",4
2020,33,"F","18-44","APURIMAC",2
2020,33,"F","18-44","AREQUIPA",4
2020,33,"F","18-44","AYACUCHO",7
2020,33,"F","18-44","CALLAO",3
2020,33,"F","18-44","CUSCO",5
2020,33,"F","18-44","HUANCAVELICA",1
2020,33,"F","18-44","HUANUCO",1
2020,33,"F","18-44","ICA",4
2020,33,"F","18-44","JUNIN",5
2020,33,"F","18-44","LAMBAYEQUE",2
2020,33,"F","18-44","LIMA",47
2020,33,"F","18-44","LORETO",2
2020,33,"F","18-44","MADRE DE DIOS",2
2020,33,"F","18-44","MOQUEGUA",1
2020,33,"F","18-44","PASCO",1
2020,33,"F","18-44","PIURA",6
2020,33,"F","18-44","PUNO",10
2020,33,"F","18-44","SAN MARTIN",1
2020,33,"F","18-44","TACNA",2
2020,33,"F","18-44","UCAYALI",5
2020,33,"F","45-64","AMAZONAS",2
2020,33,"F","45-64","ANCASH",7
2020,33,"F","45-64","APURIMAC",2
2020,33,"F","45-64","AREQUIPA",41
2020,33,"F","45-64","AYACUCHO",10
2020,33,"F","45-64","CAJAMARCA",6
2020,33,"F","45-64","CALLAO",17
2020,33,"F","45-64","CUSCO",26
2020,33,"F","45-64","HUANCAVELICA",3
2020,33,"F","45-64","HUANUCO",5
2020,33,"F","45-64","ICA",14
2020,33,"F","45-64","JUNIN",17
2020,33,"F","45-64","LA LIBERTAD",14
2020,33,"F","45-64","LAMBAYEQUE",31
2020,33,"F","45-64","LIMA",231
2020,33,"F","45-64","LORETO",4
2020,33,"F","45-64","MADRE DE DIOS",2
2020,33,"F","45-64","MOQUEGUA",7
2020,33,"F","45-64","PASCO",4
2020,33,"F","45-64","PIURA",19
2020,33,"F","45-64","PUNO",30
2020,33,"F","45-64","SAN MARTIN",5
2020,33,"F","45-64","TACNA",14
2020,33,"F","45-64","TUMBES",1
2020,33,"F","45-64","UCAYALI",5
2020,33,"F","65+","AMAZONAS",4
2020,33,"F","65+","ANCASH",21
2020,33,"F","65+","APURIMAC",11
2020,33,"F","65+","AREQUIPA",95
2020,33,"F","65+","AYACUCHO",15
2020,33,"F","65+","CAJAMARCA",16
2020,33,"F","65+","CALLAO",41
2020,33,"F","65+","CUSCO",58
2020,33,"F","65+","HUANCAVELICA",12
2020,33,"F","65+","HUANUCO",23
2020,33,"F","65+","ICA",41
2020,33,"F","65+","JUNIN",25
2020,33,"F","65+","LA LIBERTAD",36
2020,33,"F","65+","LAMBAYEQUE",34
2020,33,"F","65+","LIMA",425
2020,33,"F","65+","LORETO",7
2020,33,"F","65+","MADRE DE DIOS",6
2020,33,"F","65+","MOQUEGUA",18
2020,33,"F","65+","PASCO",4
2020,33,"F","65+","PIURA",42
2020,33,"F","65+","PUNO",45
2020,33,"F","65+","SAN MARTIN",13
2020,33,"F","65+","TACNA",15
2020,33,"F","65+","TUMBES",1
2020,33,"F","65+","UCAYALI",7
2020,33,"M","0-17","AREQUIPA",1
2020,33,"M","0-17","HUANCAVELICA",1
2020,33,"M","0-17","LA LIBERTAD",1
2020,33,"M","0-17","LIMA",3
2020,33,"M","0-17","LORETO",1
2020,33,"M","0-17","PIURA",1
2020,33,"M","0-17","SAN MARTIN",1
2020,33,"M","18-44","AMAZONAS",2
2020,33,"M","18-44","ANCASH",5
2020,33,"M","18-44","AREQUIPA",4
2020,33,"M","18-44","AYACUCHO",8
2020,33,"M","18-44","CAJAMARCA",5
2020,33,"M","18-44","CALLAO",7
2020,33,"M","18-44","CUSCO",12
2020,33,"M","18-44","HUANCAVELICA",1
2020,33,"M","18-44","HUANUCO",3
2020,33,"M","18-44","ICA",4
2020,33,"M","18-44","JUNIN",8
2020,33,"M","18-44","LA LIBERTAD",9
2020,33,"M","18-44","LAMBAYEQUE",4
2020,33,"M","18-44","LIMA",62
2020,33,"M","18-44","LORETO",2
2020,33,"M","18-44","MADRE DE DIOS",2
2020,33,"M","18-44","MOQUEGUA",1
2020,33,"M","18-44","PASCO",1
2020,33,"M","18-44","PIURA",4
2020,33,"M","18-44","PUNO",20
2020,33,"M","18-44","SAN MARTIN",5
2020,33,"M","18-44","TUMBES",4
2020,33,"M","18-44","UCAYALI",5
2020,33,"M","45-64","AMAZONAS",2
2020,33,"M","45-64","ANCASH",23
2020,33,"M","45-64","APURIMAC",2
2020,33,"M","45-64","AREQUIPA",36
2020,33,"M","45-64","AYACUCHO",24
2020,33,"M","45-64","CAJAMARCA",17
2020,33,"M","45-64","CALLAO",45
2020,33,"M","45-64","CUSCO",43
2020,33,"M","45-64","HUANCAVELICA",8
2020,33,"M","45-64","HUANUCO",8
2020,33,"M","45-64","ICA",37
2020,33,"M","45-64","JUNIN",28
2020,33,"M","45-64","LA LIBERTAD",38
2020,33,"M","45-64","LAMBAYEQUE",19
2020,33,"M","45-64","LIMA",392
2020,33,"M","45-64","LORETO",4
2020,33,"M","45-64","MADRE DE DIOS",3
2020,33,"M","45-64","MOQUEGUA",14
2020,33,"M","45-64","PASCO",3
2020,33,"M","45-64","PIURA",31
2020,33,"M","45-64","PUNO",66
2020,33,"M","45-64","SAN MARTIN",12
2020,33,"M","45-64","TACNA",21
2020,33,"M","45-64","UCAYALI",9
2020,33,"M","65+","AMAZONAS",7
2020,33,"M","65+","ANCASH",43
2020,33,"M","65+","APURIMAC",12
2020,33,"M","65+","AREQUIPA",88
2020,33,"M","65+","AYACUCHO",29
2020,33,"M","65+","CAJAMARCA",42
2020,33,"M","65+","CALLAO",56
2020,33,"M","65+","CUSCO",65
2020,33,"M","65+","HUANCAVELICA",17
2020,33,"M","65+","HUANUCO",17
2020,33,"M","65+","ICA",55
2020,33,"M","65+","JUNIN",39
2020,33,"M","65+","LA LIBERTAD",61
2020,33,"M","65+","LAMBAYEQUE",36
2020,33,"M","65+","LIMA",638
2020,33,"M","65+","LORETO",5
2020,33,"M","65+","MADRE DE DIOS",7
2020,33,"M","65+","MOQUEGUA",45
2020,33,"M","65+","PASCO",3
2020,33,"M","65+","PIURA",59
2020,33,"M","65+","PUNO",66
2020,33,"M","65+","SAN MARTIN",23
2020,33,"M","65+","TACNA",47
2020,33,"M","65+","TUMBES",6
2020,33,"M","65+","UCAYALI",8
2020,34,"F","0-17","ANCASH",1
2020,34,"F","0-17","CAJAMARCA",1
2020,34,"F","0-17","LIMA",1
2020,34,"F","0-17","PASCO",1
2020,34,"F","0-17","PIURA",1
2020,34,"F","0-17","PUNO",2
2020,34,"F","18-44","AREQUIPA",3
2020,34,"F","18-44","AYACUCHO",2
2020,34,"F","18-44","CAJAMARCA",5
2020,34,"F","18-44","CALLAO",2
2020,34,"F","18-44","CUSCO",6
2020,34,"F","18-44","HUANUCO",2
2020,34,"F","18-44","ICA",3
2020,34,"F","18-44","JUNIN",2
2020,34,"F","18-44","LA LIBERTAD",2
2020,34,"F","18-44","LAMBAYEQUE",2
2020,34,"F","18-44","LIMA",40
2020,34,"F","18-44","LORETO",2
2020,34,"F","18-44","MOQUEGUA",2
2020,34,"F","18-44","PASCO",1
2020,34,"F","18-44","PIURA",2
2020,34,"F","18-44","PUNO",5
2020,34,"F","18-44","SAN MARTIN",2
2020,34,"F","18-44","TACNA",1
2020,34,"F","18-44","UCAYALI",1
2020,34,"F","45-64","AMAZONAS",4
2020,34,"F","45-64","ANCASH",15
2020,34,"F","45-64","APURIMAC",2
2020,34,"F","45-64","AREQUIPA",36
2020,34,"F","45-64","AYACUCHO",5
2020,34,"F","45-64","CAJAMARCA",15
2020,34,"F","45-64","CALLAO",17
2020,34,"F","45-64","CUSCO",22
2020,34,"F","45-64","HUANCAVELICA",2
2020,34,"F","45-64","HUANUCO",3
2020,34,"F","45-64","ICA",13
2020,34,"F","45-64","JUNIN",18
2020,34,"F","45-64","LA LIBERTAD",21
2020,34,"F","45-64","LAMBAYEQUE",19
2020,34,"F","45-64","LIMA",229
2020,34,"F","45-64","LORETO",2
2020,34,"F","45-64","MADRE DE DIOS",1
2020,34,"F","45-64","MOQUEGUA",3
2020,34,"F","45-64","PASCO",6
2020,34,"F","45-64","PIURA",20
2020,34,"F","45-64","PUNO",25
2020,34,"F","45-64","SAN MARTIN",9
2020,34,"F","45-64","TACNA",2
2020,34,"F","45-64","TUMBES",1
2020,34,"F","45-64","UCAYALI",4
2020,34,"F","65+","AMAZONAS",3
2020,34,"F","65+","ANCASH",14
2020,34,"F","65+","APURIMAC",5
2020,34,"F","65+","AREQUIPA",85
2020,34,"F","65+","AYACUCHO",12
2020,34,"F","65+","CAJAMARCA",17
2020,34,"F","65+","CALLAO",33
2020,34,"F","65+","CUSCO",49
2020,34,"F","65+","HUANCAVELICA",10
2020,34,"F","65+","HUANUCO",16
2020,34,"F","65+","ICA",28
2020,34,"F","65+","JUNIN",30
2020,34,"F","65+","LA LIBERTAD",37
2020,34,"F","65+","LAMBAYEQUE",33
2020,34,"F","65+","LIMA",387
2020,34,"F","65+","LORETO",6
2020,34,"F","65+","MADRE DE DIOS",1
2020,34,"F","65+","MOQUEGUA",17
2020,34,"F","65+","PASCO",4
2020,34,"F","65+","PIURA",35
2020,34,"F","65+","PUNO",37
2020,34,"F","65+","SAN MARTIN",9
2020,34,"F","65+","TACNA",15
2020,34,"F","65+","TUMBES",1
2020,34,"F","65+","UCAYALI",5
2020,34,"M","0-17","ANCASH",1
2020,34,"M","0-17","AYACUCHO",1
2020,34,"M","0-17","CAJAMARCA",1
2020,34,"M","0-17","ICA",1
2020,34,"M","0-17","JUNIN",1
2020,34,"M","0-17","LAMBAYEQUE",1
2020,34,"M","0-17","LIMA",5
2020,34,"M","0-17","LORETO",2
2020,34,"M","0-17","PUNO",2
2020,34,"M","18-44","AMAZONAS",2
2020,34,"M","18-44","ANCASH",2
2020,34,"M","18-44","APURIMAC",2
2020,34,"M","18-44","AREQUIPA",3
2020,34,"M","18-44","AYACUCHO",10
2020,34,"M","18-44","CAJAMARCA",3
2020,34,"M","18-44","CALLAO",7
2020,34,"M","18-44","CUSCO",6
2020,34,"M","18-44","HUANCAVELICA",1
2020,34,"M","18-44","ICA",10
2020,34,"M","18-44","JUNIN",8
2020,34,"M","18-44","LA LIBERTAD",10
2020,34,"M","18-44","LAMBAYEQUE",2
2020,34,"M","18-44","LIMA",64
2020,34,"M","18-44","LORETO",2
2020,34,"M","18-44","MADRE DE DIOS",1
2020,34,"M","18-44","MOQUEGUA",1
2020,34,"M","18-44","PASCO",2
2020,34,"M","18-44","PIURA",6
2020,34,"M","18-44","PUNO",3
2020,34,"M","18-44","SAN MARTIN",4
2020,34,"M","18-44","TACNA",1
2020,34,"M","18-44","TUMBES",1
2020,34,"M","18-44","UCAYALI",2
2020,34,"M","45-64","AMAZONAS",4
2020,34,"M","45-64","ANCASH",26
2020,34,"M","45-64","APURIMAC",6
2020,34,"M","45-64","AREQUIPA",29
2020,34,"M","45-64","AYACUCHO",15
2020,34,"M","45-64","CAJAMARCA",22
2020,34,"M","45-64","CALLAO",18
2020,34,"M","45-64","CUSCO",22
2020,34,"M","45-64","HUANCAVELICA",6
2020,34,"M","45-64","HUANUCO",13
2020,34,"M","45-64","ICA",35
2020,34,"M","45-64","JUNIN",25
2020,34,"M","45-64","LA LIBERTAD",21
2020,34,"M","45-64","LAMBAYEQUE",16
2020,34,"M","45-64","LIMA",313
2020,34,"M","45-64","LORETO",5
2020,34,"M","45-64","MADRE DE DIOS",2
2020,34,"M","45-64","MOQUEGUA",13
2020,34,"M","45-64","PASCO",7
2020,34,"M","45-64","PIURA",35
2020,34,"M","45-64","PUNO",41
2020,34,"M","45-64","SAN MARTIN",8
2020,34,"M","45-64","TACNA",26
2020,34,"M","45-64","TUMBES",4
2020,34,"M","45-64","UCAYALI",5
2020,34,"M","65+","AMAZONAS",5
2020,34,"M","65+","ANCASH",39
2020,34,"M","65+","APURIMAC",4
2020,34,"M","65+","AREQUIPA",60
2020,34,"M","65+","AYACUCHO",20
2020,34,"M","65+","CAJAMARCA",32
2020,34,"M","65+","CALLAO",61
2020,34,"M","65+","CUSCO",60
2020,34,"M","65+","HUANCAVELICA",11
2020,34,"M","65+","HUANUCO",14
2020,34,"M","65+","ICA",51
2020,34,"M","65+","JUNIN",46
2020,34,"M","65+","LA LIBERTAD",51
2020,34,"M","65+","LAMBAYEQUE",40
2020,34,"M","65+","LIMA",521
2020,34,"M","65+","LORETO",6
2020,34,"M","65+","MADRE DE DIOS",4
2020,34,"M","65+","MOQUEGUA",33
2020,34,"M","65+","PASCO",8
2020,34,"M","65+","PIURA",49
2020,34,"M","65+","PUNO",60
2020,34,"M","65+","SAN MARTIN",11
2020,34,"M","65+","TACNA",31
2020,34,"M","65+","TUMBES",4
2020,34,"M","65+","UCAYALI",6
2020,35,"F","0-17","AMAZONAS",1
2020,35,"F","0-17","ANCASH",1
2020,35,"F","0-17","JUNIN",1
2020,35,"F","0-17","LIMA",2
2020,35,"F","0-17","PUNO",2
2020,35,"F","0-17","UCAYALI",2
2020,35,"F","18-44","ANCASH",1
2020,35,"F","18-44","AREQUIPA",5
2020,35,"F","18-44","AYACUCHO",3
2020,35,"F","18-44","CAJAMARCA",3
2020,35,"F","18-44","CALLAO",2
2020,35,"F","18-44","CUSCO",3
2020,35,"F","18-44","HUANUCO",1
2020,35,"F","18-44","ICA",4
2020,35,"F","18-44","JUNIN",1
2020,35,"F","18-44","LA LIBERTAD",3
2020,35,"F","18-44","LAMBAYEQUE",5
2020,35,"F","18-44","LIMA",24
2020,35,"F","18-44","MADRE DE DIOS",1
2020,35,"F","18-44","MOQUEGUA",1
2020,35,"F","18-44","PASCO",1
2020,35,"F","18-44","PIURA",1
2020,35,"F","18-44","PUNO",3
2020,35,"F","18-44","SAN MARTIN",2
2020,35,"F","18-44","TACNA",1
2020,35,"F","45-64","AMAZONAS",2
2020,35,"F","45-64","ANCASH",10
2020,35,"F","45-64","APURIMAC",4
2020,35,"F","45-64","AREQUIPA",23
2020,35,"F","45-64","AYACUCHO",7
2020,35,"F","45-64","CAJAMARCA",6
2020,35,"F","45-64","CALLAO",18
2020,35,"F","45-64","CUSCO",21
2020,35,"F","45-64","HUANCAVELICA",1
2020,35,"F","45-64","HUANUCO",6
2020,35,"F","45-64","ICA",15
2020,35,"F","45-64","JUNIN",14
2020,35,"F","45-64","LA LIBERTAD",14
2020,35,"F","45-64","LAMBAYEQUE",16
2020,35,"F","45-64","LIMA",152
2020,35,"F","45-64","LORETO",3
2020,35,"F","45-64","MADRE DE DIOS",1
2020,35,"F","45-64","MOQUEGUA",3
2020,35,"F","45-64","PIURA",21
2020,35,"F","45-64","PUNO",8
2020,35,"F","45-64","SAN MARTIN",4
2020,35,"F","45-64","TACNA",4
2020,35,"F","45-64","TUMBES",2
2020,35,"F","45-64","UCAYALI",5
2020,35,"F","65+","AMAZONAS",2
2020,35,"F","65+","ANCASH",23
2020,35,"F","65+","APURIMAC",5
2020,35,"F","65+","AREQUIPA",72
2020,35,"F","65+","AYACUCHO",8
2020,35,"F","65+","CAJAMARCA",19
2020,35,"F","65+","CALLAO",25
2020,35,"F","65+","CUSCO",38
2020,35,"F","65+","HUANCAVELICA",4
2020,35,"F","65+","HUANUCO",15
2020,35,"F","65+","ICA",29
2020,35,"F","65+","JUNIN",41
2020,35,"F","65+","LA LIBERTAD",42
2020,35,"F","65+","LAMBAYEQUE",20
2020,35,"F","65+","LIMA",330
2020,35,"F","65+","LORETO",1
2020,35,"F","65+","MADRE DE DIOS",1
2020,35,"F","65+","MOQUEGUA",9
2020,35,"F","65+","PASCO",2
2020,35,"F","65+","PIURA",42
2020,35,"F","65+","PUNO",30
2020,35,"F","65+","SAN MARTIN",3
2020,35,"F","65+","TACNA",7
2020,35,"F","65+","TUMBES",4
2020,35,"F","65+","UCAYALI",7
2020,35,"M","0-17","AMAZONAS",1
2020,35,"M","0-17","CALLAO",2
2020,35,"M","0-17","HUANCAVELICA",1
2020,35,"M","0-17","HUANUCO",1
2020,35,"M","0-17","ICA",1
2020,35,"M","0-17","JUNIN",1
2020,35,"M","0-17","LIMA",4
2020,35,"M","0-17","PIURA",1
2020,35,"M","0-17","TUMBES",1
2020,35,"M","18-44","ANCASH",4
2020,35,"M","18-44","APURIMAC",3
2020,35,"M","18-44","AREQUIPA",2
2020,35,"M","18-44","AYACUCHO",5
2020,35,"M","18-44","CAJAMARCA",4
2020,35,"M","18-44","CALLAO",10
2020,35,"M","18-44","CUSCO",5
2020,35,"M","18-44","HUANCAVELICA",4
2020,35,"M","18-44","HUANUCO",2
2020,35,"M","18-44","ICA",4
2020,35,"M","18-44","JUNIN",4
2020,35,"M","18-44","LA LIBERTAD",6
2020,35,"M","18-44","LAMBAYEQUE",3
2020,35,"M","18-44","LIMA",54
2020,35,"M","18-44","LORETO",2
2020,35,"M","18-44","MADRE DE DIOS",1
2020,35,"M","18-44","PASCO",2
2020,35,"M","18-44","PIURA",3
2020,35,"M","18-44","PUNO",5
2020,35,"M","18-44","SAN MARTIN",1
2020,35,"M","18-44","TACNA",4
2020,35,"M","18-44","TUMBES",2
2020,35,"M","18-44","UCAYALI",2
2020,35,"M","45-64","AMAZONAS",1
2020,35,"M","45-64","ANCASH",12
2020,35,"M","45-64","APURIMAC",2
2020,35,"M","45-64","AREQUIPA",20
2020,35,"M","45-64","AYACUCHO",5
2020,35,"M","45-64","CAJAMARCA",10
2020,35,"M","45-64","CALLAO",25
2020,35,"M","45-64","CUSCO",21
2020,35,"M","45-64","HUANCAVELICA",7
2020,35,"M","45-64","HUANUCO",6
2020,35,"M","45-64","ICA",6
2020,35,"M","45-64","JUNIN",22
2020,35,"M","45-64","LA LIBERTAD",22
2020,35,"M","45-64","LAMBAYEQUE",15
2020,35,"M","45-64","LIMA",292
2020,35,"M","45-64","LORETO",6
2020,35,"M","45-64","MADRE DE DIOS",6
2020,35,"M","45-64","MOQUEGUA",15
2020,35,"M","45-64","PASCO",5
2020,35,"M","45-64","PIURA",25
2020,35,"M","45-64","PUNO",31
2020,35,"M","45-64","SAN MARTIN",12
2020,35,"M","45-64","TACNA",16
2020,35,"M","45-64","TUMBES",2
2020,35,"M","45-64","UCAYALI",3
2020,35,"M","65+","AMAZONAS",4
2020,35,"M","65+","ANCASH",35
2020,35,"M","65+","APURIMAC",8
2020,35,"M","65+","AREQUIPA",51
2020,35,"M","65+","AYACUCHO",24
2020,35,"M","65+","CAJAMARCA",17
2020,35,"M","65+","CALLAO",47
2020,35,"M","65+","CUSCO",51
2020,35,"M","65+","HUANCAVELICA",15
2020,35,"M","65+","HUANUCO",19
2020,35,"M","65+","ICA",48
2020,35,"M","65+","JUNIN",44
2020,35,"M","65+","LA LIBERTAD",38
2020,35,"M","65+","LAMBAYEQUE",31
2020,35,"M","65+","LIMA",457
2020,35,"M","65+","LORETO",6
2020,35,"M","65+","MADRE DE DIOS",1
2020,35,"M","65+","MOQUEGUA",21
2020,35,"M","65+","PASCO",7
2020,35,"M","65+","PIURA",44
2020,35,"M","65+","PUNO",36
2020,35,"M","65+","SAN MARTIN",12
2020,35,"M","65+","TACNA",29
2020,35,"M","65+","TUMBES",7
2020,35,"M","65+","UCAYALI",8
2020,36,"F","0-17","LIMA",2
2020,36,"F","0-17","PIURA",2
2020,36,"F","0-17","PUNO",1
2020,36,"F","0-17","UCAYALI",1
2020,36,"F","18-44","AMAZONAS",1
2020,36,"F","18-44","ANCASH",1
2020,36,"F","18-44","APURIMAC",1
2020,36,"F","18-44","AREQUIPA",4
2020,36,"F","18-44","AYACUCHO",2
2020,36,"F","18-44","CAJAMARCA",1
2020,36,"F","18-44","CALLAO",4
2020,36,"F","18-44","CUSCO",3
2020,36,"F","18-44","HUANCAVELICA",2
2020,36,"F","18-44","ICA",4
2020,36,"F","18-44","JUNIN",1
2020,36,"F","18-44","LA LIBERTAD",1
2020,36,"F","18-44","LAMBAYEQUE",3
2020,36,"F","18-44","LIMA",30
2020,36,"F","18-44","LORETO",1
2020,36,"F","18-44","MADRE DE DIOS",1
2020,36,"F","18-44","PIURA",5
2020,36,"F","18-44","PUNO",5
2020,36,"F","18-44","TACNA",1
2020,36,"F","18-44","TUMBES",2
2020,36,"F","18-44","UCAYALI",1
2020,36,"F","45-64","AMAZONAS",2
2020,36,"F","45-64","ANCASH",9
2020,36,"F","45-64","APURIMAC",4
2020,36,"F","45-64","AREQUIPA",17
2020,36,"F","45-64","AYACUCHO",3
2020,36,"F","45-64","CAJAMARCA",5
2020,36,"F","45-64","CALLAO",9
2020,36,"F","45-64","CUSCO",7
2020,36,"F","45-64","HUANCAVELICA",3
2020,36,"F","45-64","HUANUCO",1
2020,36,"F","45-64","ICA",16
2020,36,"F","45-64","JUNIN",13
2020,36,"F","45-64","LA LIBERTAD",11
2020,36,"F","45-64","LAMBAYEQUE",13
2020,36,"F","45-64","LIMA",111
2020,36,"F","45-64","LORETO",3
2020,36,"F","45-64","MOQUEGUA",2
2020,36,"F","45-64","PASCO",4
2020,36,"F","45-64","PIURA",11
2020,36,"F","45-64","PUNO",10
2020,36,"F","45-64","SAN MARTIN",2
2020,36,"F","45-64","TACNA",5
2020,36,"F","45-64","TUMBES",2
2020,36,"F","45-64","UCAYALI",5
2020,36,"F","65+","AMAZONAS",3
2020,36,"F","65+","ANCASH",17
2020,36,"F","65+","APURIMAC",5
2020,36,"F","65+","AREQUIPA",50
2020,36,"F","65+","AYACUCHO",8
2020,36,"F","65+","CAJAMARCA",10
2020,36,"F","65+","CALLAO",15
2020,36,"F","65+","CUSCO",18
2020,36,"F","65+","HUANUCO",7
2020,36,"F","65+","ICA",28
2020,36,"F","65+","JUNIN",23
2020,36,"F","65+","LA LIBERTAD",25
2020,36,"F","65+","LAMBAYEQUE",38
2020,36,"F","65+","LIMA",303
2020,36,"F","65+","LORETO",1
2020,36,"F","65+","MADRE DE DIOS",1
2020,36,"F","65+","MOQUEGUA",1
2020,36,"F","65+","PASCO",3
2020,36,"F","65+","PIURA",30
2020,36,"F","65+","PUNO",17
2020,36,"F","65+","SAN MARTIN",8
2020,36,"F","65+","TACNA",12
2020,36,"F","65+","TUMBES",2
2020,36,"F","65+","UCAYALI",2
2020,36,"M","0-17","ANCASH",1
2020,36,"M","0-17","CUSCO",2
2020,36,"M","0-17","ICA",1
2020,36,"M","0-17","JUNIN",1
2020,36,"M","0-17","LA LIBERTAD",1
2020,36,"M","0-17","LAMBAYEQUE",1
2020,36,"M","0-17","LIMA",3
2020,36,"M","0-17","UCAYALI",2
2020,36,"M","18-44","AMAZONAS",3
2020,36,"M","18-44","ANCASH",3
2020,36,"M","18-44","AREQUIPA",6
2020,36,"M","18-44","AYACUCHO",1
2020,36,"M","18-44","CAJAMARCA",2
2020,36,"M","18-44","CALLAO",5
2020,36,"M","18-44","CUSCO",3
2020,36,"M","18-44","HUANCAVELICA",1
2020,36,"M","18-44","ICA",3
2020,36,"M","18-44","JUNIN",4
2020,36,"M","18-44","LA LIBERTAD",4
2020,36,"M","18-44","LAMBAYEQUE",4
2020,36,"M","18-44","LIMA",46
2020,36,"M","18-44","LORETO",2
2020,36,"M","18-44","MADRE DE DIOS",2
2020,36,"M","18-44","PASCO",3
2020,36,"M","18-44","PIURA",7
2020,36,"M","18-44","PUNO",8
2020,36,"M","18-44","SAN MARTIN",2
2020,36,"M","18-44","TACNA",1
2020,36,"M","18-44","TUMBES",1
2020,36,"M","45-64","AMAZONAS",2
2020,36,"M","45-64","ANCASH",13
2020,36,"M","45-64","APURIMAC",5
2020,36,"M","45-64","AREQUIPA",15
2020,36,"M","45-64","AYACUCHO",8
2020,36,"M","45-64","CAJAMARCA",11
2020,36,"M","45-64","CALLAO",17
2020,36,"M","45-64","CUSCO",18
2020,36,"M","45-64","HUANCAVELICA",3
2020,36,"M","45-64","HUANUCO",8
2020,36,"M","45-64","ICA",16
2020,36,"M","45-64","JUNIN",13
2020,36,"M","45-64","LA LIBERTAD",15
2020,36,"M","45-64","LAMBAYEQUE",18
2020,36,"M","45-64","LIMA",219
2020,36,"M","45-64","LORETO",2
2020,36,"M","45-64","MADRE DE DIOS",2
2020,36,"M","45-64","MOQUEGUA",3
2020,36,"M","45-64","PASCO",4
2020,36,"M","45-64","PIURA",25
2020,36,"M","45-64","PUNO",21
2020,36,"M","45-64","SAN MARTIN",4
2020,36,"M","45-64","TACNA",9
2020,36,"M","45-64","TUMBES",4
2020,36,"M","45-64","UCAYALI",1
2020,36,"M","65+","AMAZONAS",4
2020,36,"M","65+","ANCASH",26
2020,36,"M","65+","APURIMAC",10
2020,36,"M","65+","AREQUIPA",23
2020,36,"M","65+","AYACUCHO",26
2020,36,"M","65+","CAJAMARCA",21
2020,36,"M","65+","CALLAO",43
2020,36,"M","65+","CUSCO",21
2020,36,"M","65+","HUANCAVELICA",7
2020,36,"M","65+","HUANUCO",7
2020,36,"M","65+","ICA",28
2020,36,"M","65+","JUNIN",33
2020,36,"M","65+","LA LIBERTAD",32
2020,36,"M","65+","LAMBAYEQUE",32
2020,36,"M","65+","LIMA",454
2020,36,"M","65+","LORETO",8
2020,36,"M","65+","MADRE DE DIOS",1
2020,36,"M","65+","MOQUEGUA",11
2020,36,"M","65+","PASCO",4
2020,36,"M","65+","PIURA",41
2020,36,"M","65+","PUNO",30
2020,36,"M","65+","SAN MARTIN",12
2020,36,"M","65+","TACNA",21
2020,36,"M","65+","TUMBES",4
2020,36,"M","65+","UCAYALI",7
2020,37,"F","0-17","JUNIN",1
2020,37,"F","0-17","LA LIBERTAD",1
2020,37,"F","0-17","LIMA",3
2020,37,"F","0-17","UCAYALI",2
2020,37,"F","18-44","AMAZONAS",1
2020,37,"F","18-44","ANCASH",1
2020,37,"F","18-44","AREQUIPA",5
2020,37,"F","18-44","AYACUCHO",1
2020,37,"F","18-44","CALLAO",1
2020,37,"F","18-44","CUSCO",1
2020,37,"F","18-44","HUANCAVELICA",1
2020,37,"F","18-44","HUANUCO",2
2020,37,"F","18-44","ICA",6
2020,37,"F","18-44","JUNIN",3
2020,37,"F","18-44","LA LIBERTAD",4
2020,37,"F","18-44","LAMBAYEQUE",6
2020,37,"F","18-44","LIMA",18
2020,37,"F","18-44","PIURA",2
2020,37,"F","18-44","PUNO",2
2020,37,"F","18-44","SAN MARTIN",1
2020,37,"F","18-44","TACNA",2
2020,37,"F","18-44","UCAYALI",1
2020,37,"F","45-64","AMAZONAS",3
2020,37,"F","45-64","ANCASH",4
2020,37,"F","45-64","APURIMAC",1
2020,37,"F","45-64","AREQUIPA",20
2020,37,"F","45-64","AYACUCHO",2
2020,37,"F","45-64","CAJAMARCA",4
2020,37,"F","45-64","CALLAO",16
2020,37,"F","45-64","CUSCO",8
2020,37,"F","45-64","HUANCAVELICA",2
2020,37,"F","45-64","HUANUCO",2
2020,37,"F","45-64","ICA",9
2020,37,"F","45-64","JUNIN",8
2020,37,"F","45-64","LA LIBERTAD",14
2020,37,"F","45-64","LAMBAYEQUE",18
