"year","week","sexo","agrp","dpt_cdc","n"
2021,3,"F","65+","PIURA",42
2021,3,"F","65+","PUNO",9
2021,3,"F","65+","SAN MARTIN",9
2021,3,"F","65+","TACNA",6
2021,3,"F","65+","TUMBES",4
2021,3,"F","65+","UCAYALI",2
2021,3,"M","0-17","HUANCAVELICA",1
2021,3,"M","0-17","ICA",1
2021,3,"M","0-17","LAMBAYEQUE",1
2021,3,"M","0-17","LORETO",2
2021,3,"M","0-17","PIURA",1
2021,3,"M","18-44","ANCASH",1
2021,3,"M","18-44","APURIMAC",2
2021,3,"M","18-44","AREQUIPA",3
2021,3,"M","18-44","AYACUCHO",1
2021,3,"M","18-44","CAJAMARCA",3
2021,3,"M","18-44","CALLAO",8
2021,3,"M","18-44","CUSCO",5
2021,3,"M","18-44","HUANCAVELICA",2
2021,3,"M","18-44","HUANUCO",7
2021,3,"M","18-44","ICA",6
2021,3,"M","18-44","JUNIN",8
2021,3,"M","18-44","LA LIBERTAD",2
2021,3,"M","18-44","LAMBAYEQUE",3
2021,3,"M","18-44","LIMA",45
2021,3,"M","18-44","MADRE DE DIOS",1
2021,3,"M","18-44","MOQUEGUA",3
2021,3,"M","18-44","PASCO",7
2021,3,"M","18-44","PIURA",5
2021,3,"M","18-44","PUNO",2
2021,3,"M","18-44","SAN MARTIN",2
2021,3,"M","18-44","TACNA",3
2021,3,"M","18-44","UCAYALI",3
2021,3,"M","45-64","AMAZONAS",1
2021,3,"M","45-64","ANCASH",19
2021,3,"M","45-64","APURIMAC",8
2021,3,"M","45-64","AREQUIPA",27
2021,3,"M","45-64","CAJAMARCA",12
2021,3,"M","45-64","CALLAO",30
2021,3,"M","45-64","CUSCO",11
2021,3,"M","45-64","HUANCAVELICA",1
2021,3,"M","45-64","HUANUCO",20
2021,3,"M","45-64","ICA",17
2021,3,"M","45-64","JUNIN",27
2021,3,"M","45-64","LA LIBERTAD",19
2021,3,"M","45-64","LAMBAYEQUE",12
2021,3,"M","45-64","LIMA",254
2021,3,"M","45-64","LORETO",3
2021,3,"M","45-64","MADRE DE DIOS",2
2021,3,"M","45-64","MOQUEGUA",4
2021,3,"M","45-64","PASCO",15
2021,3,"M","45-64","PIURA",28
2021,3,"M","45-64","PUNO",17
2021,3,"M","45-64","SAN MARTIN",3
2021,3,"M","45-64","TACNA",11
2021,3,"M","45-64","TUMBES",5
2021,3,"M","45-64","UCAYALI",6
2021,3,"M","65+","AMAZONAS",2
2021,3,"M","65+","ANCASH",46
2021,3,"M","65+","APURIMAC",15
2021,3,"M","65+","AREQUIPA",33
2021,3,"M","65+","AYACUCHO",7
2021,3,"M","65+","CAJAMARCA",11
2021,3,"M","65+","CALLAO",54
2021,3,"M","65+","CUSCO",12
2021,3,"M","65+","HUANCAVELICA",6
2021,3,"M","65+","HUANUCO",44
2021,3,"M","65+","ICA",34
2021,3,"M","65+","JUNIN",61
2021,3,"M","65+","LA LIBERTAD",45
2021,3,"M","65+","LAMBAYEQUE",36
2021,3,"M","65+","LIMA",417
2021,3,"M","65+","LORETO",10
2021,3,"M","65+","MADRE DE DIOS",3
2021,3,"M","65+","MOQUEGUA",12
2021,3,"M","65+","PASCO",14
2021,3,"M","65+","PIURA",46
2021,3,"M","65+","PUNO",8
2021,3,"M","65+","SAN MARTIN",7
2021,3,"M","65+","TACNA",13
2021,3,"M","65+","TUMBES",4
2021,3,"M","65+","UCAYALI",7
2021,4,"F","0-17","CALLAO",1
2021,4,"F","0-17","JUNIN",2
2021,4,"F","0-17","LAMBAYEQUE",1
2021,4,"F","0-17","LIMA",1
2021,4,"F","0-17","PIURA",1
2021,4,"F","0-17","SAN MARTIN",1
2021,4,"F","0-17","TUMBES",1
2021,4,"F","18-44","ANCASH",2
2021,4,"F","18-44","AREQUIPA",3
2021,4,"F","18-44","CAJAMARCA",1
2021,4,"F","18-44","CALLAO",4
2021,4,"F","18-44","HUANUCO",4
2021,4,"F","18-44","ICA",3
2021,4,"F","18-44","JUNIN",3
2021,4,"F","18-44","LA LIBERTAD",1
2021,4,"F","18-44","LAMBAYEQUE",2
2021,4,"F","18-44","LIMA",32
2021,4,"F","18-44","MOQUEGUA",2
2021,4,"F","18-44","PIURA",3
2021,4,"F","18-44","PUNO",3
2021,4,"F","18-44","SAN MARTIN",1
2021,4,"F","18-44","UCAYALI",2
2021,4,"F","45-64","AMAZONAS",2
2021,4,"F","45-64","ANCASH",11
2021,4,"F","45-64","AREQUIPA",29
2021,4,"F","45-64","CAJAMARCA",5
2021,4,"F","45-64","CALLAO",29
2021,4,"F","45-64","CUSCO",5
2021,4,"F","45-64","HUANCAVELICA",2
2021,4,"F","45-64","HUANUCO",16
2021,4,"F","45-64","ICA",23
2021,4,"F","45-64","JUNIN",17
2021,4,"F","45-64","LA LIBERTAD",12
2021,4,"F","45-64","LAMBAYEQUE",9
2021,4,"F","45-64","LIMA",184
2021,4,"F","45-64","LORETO",5
2021,4,"F","45-64","MADRE DE DIOS",1
2021,4,"F","45-64","MOQUEGUA",2
2021,4,"F","45-64","PASCO",2
2021,4,"F","45-64","PIURA",20
2021,4,"F","45-64","PUNO",8
2021,4,"F","45-64","SAN MARTIN",2
2021,4,"F","45-64","TACNA",10
2021,4,"F","45-64","TUMBES",3
2021,4,"F","45-64","UCAYALI",2
2021,4,"F","65+","AMAZONAS",7
2021,4,"F","65+","ANCASH",24
2021,4,"F","65+","APURIMAC",13
2021,4,"F","65+","AREQUIPA",30
2021,4,"F","65+","AYACUCHO",4
2021,4,"F","65+","CAJAMARCA",15
2021,4,"F","65+","CALLAO",36
2021,4,"F","65+","CUSCO",14
2021,4,"F","65+","HUANCAVELICA",4
2021,4,"F","65+","HUANUCO",26
2021,4,"F","65+","ICA",42
2021,4,"F","65+","JUNIN",35
2021,4,"F","65+","LA LIBERTAD",31
2021,4,"F","65+","LAMBAYEQUE",26
2021,4,"F","65+","LIMA",388
2021,4,"F","65+","LORETO",10
2021,4,"F","65+","MADRE DE DIOS",2
2021,4,"F","65+","MOQUEGUA",12
2021,4,"F","65+","PASCO",6
2021,4,"F","65+","PIURA",38
2021,4,"F","65+","PUNO",14
2021,4,"F","65+","SAN MARTIN",5
2021,4,"F","65+","TACNA",12
2021,4,"F","65+","TUMBES",4
2021,4,"F","65+","UCAYALI",9
2021,4,"M","0-17","CAJAMARCA",2
2021,4,"M","0-17","CUSCO",1
2021,4,"M","18-44","ANCASH",3
2021,4,"M","18-44","APURIMAC",1
2021,4,"M","18-44","AREQUIPA",3
2021,4,"M","18-44","AYACUCHO",1
2021,4,"M","18-44","CAJAMARCA",2
2021,4,"M","18-44","CALLAO",5
2021,4,"M","18-44","CUSCO",3
2021,4,"M","18-44","HUANCAVELICA",1
2021,4,"M","18-44","HUANUCO",1
2021,4,"M","18-44","ICA",13
2021,4,"M","18-44","JUNIN",2
2021,4,"M","18-44","LA LIBERTAD",5
2021,4,"M","18-44","LAMBAYEQUE",4
2021,4,"M","18-44","LIMA",90
2021,4,"M","18-44","LORETO",4
2021,4,"M","18-44","MOQUEGUA",1
2021,4,"M","18-44","PASCO",1
2021,4,"M","18-44","PIURA",2
2021,4,"M","18-44","PUNO",4
2021,4,"M","18-44","SAN MARTIN",3
2021,4,"M","18-44","TACNA",2
2021,4,"M","18-44","TUMBES",2
2021,4,"M","18-44","UCAYALI",2
2021,4,"M","45-64","AMAZONAS",1
2021,4,"M","45-64","ANCASH",29
2021,4,"M","45-64","APURIMAC",3
2021,4,"M","45-64","AREQUIPA",39
2021,4,"M","45-64","AYACUCHO",10
2021,4,"M","45-64","CAJAMARCA",6
2021,4,"M","45-64","CALLAO",40
2021,4,"M","45-64","CUSCO",13
2021,4,"M","45-64","HUANCAVELICA",7
2021,4,"M","45-64","HUANUCO",34
2021,4,"M","45-64","ICA",43
2021,4,"M","45-64","JUNIN",52
2021,4,"M","45-64","LA LIBERTAD",24
2021,4,"M","45-64","LAMBAYEQUE",21
2021,4,"M","45-64","LIMA",394
2021,4,"M","45-64","LORETO",8
2021,4,"M","45-64","MADRE DE DIOS",3
2021,4,"M","45-64","MOQUEGUA",11
2021,4,"M","45-64","PASCO",4
2021,4,"M","45-64","PIURA",35
2021,4,"M","45-64","PUNO",27
2021,4,"M","45-64","SAN MARTIN",4
2021,4,"M","45-64","TACNA",23
2021,4,"M","45-64","TUMBES",4
2021,4,"M","45-64","UCAYALI",10
2021,4,"M","65+","AMAZONAS",7
2021,4,"M","65+","ANCASH",56
2021,4,"M","65+","APURIMAC",15
2021,4,"M","65+","AREQUIPA",45
2021,4,"M","65+","AYACUCHO",11
2021,4,"M","65+","CAJAMARCA",22
2021,4,"M","65+","CALLAO",57
2021,4,"M","65+","CUSCO",35
2021,4,"M","65+","HUANCAVELICA",9
2021,4,"M","65+","HUANUCO",54
2021,4,"M","65+","ICA",65
2021,4,"M","65+","JUNIN",65
2021,4,"M","65+","LA LIBERTAD",54
2021,4,"M","65+","LAMBAYEQUE",29
2021,4,"M","65+","LIMA",548
2021,4,"M","65+","LORETO",11
2021,4,"M","65+","MADRE DE DIOS",3
2021,4,"M","65+","MOQUEGUA",25
2021,4,"M","65+","PASCO",14
2021,4,"M","65+","PIURA",54
2021,4,"M","65+","PUNO",34
2021,4,"M","65+","SAN MARTIN",5
2021,4,"M","65+","TACNA",27
2021,4,"M","65+","TUMBES",6
2021,4,"M","65+","UCAYALI",6
2021,5,"F","0-17","AYACUCHO",1
2021,5,"F","0-17","CALLAO",1
2021,5,"F","0-17","CUSCO",1
2021,5,"F","0-17","LA LIBERTAD",1
2021,5,"F","0-17","LIMA",5
2021,5,"F","0-17","TACNA",1
2021,5,"F","18-44","AREQUIPA",6
2021,5,"F","18-44","CAJAMARCA",2
2021,5,"F","18-44","CALLAO",7
2021,5,"F","18-44","CUSCO",1
2021,5,"F","18-44","HUANCAVELICA",2
2021,5,"F","18-44","HUANUCO",1
2021,5,"F","18-44","ICA",4
2021,5,"F","18-44","JUNIN",2
2021,5,"F","18-44","LA LIBERTAD",1
2021,5,"F","18-44","LAMBAYEQUE",3
2021,5,"F","18-44","LIMA",44
2021,5,"F","18-44","LORETO",2
2021,5,"F","18-44","PASCO",2
2021,5,"F","18-44","PIURA",2
2021,5,"F","18-44","PUNO",3
2021,5,"F","18-44","SAN MARTIN",3
2021,5,"F","18-44","TACNA",2
2021,5,"F","45-64","AMAZONAS",1
2021,5,"F","45-64","ANCASH",18
2021,5,"F","45-64","APURIMAC",1
2021,5,"F","45-64","AREQUIPA",22
2021,5,"F","45-64","AYACUCHO",1
2021,5,"F","45-64","CAJAMARCA",6
2021,5,"F","45-64","CALLAO",24
2021,5,"F","45-64","CUSCO",11
2021,5,"F","45-64","HUANCAVELICA",2
2021,5,"F","45-64","HUANUCO",6
2021,5,"F","45-64","ICA",24
2021,5,"F","45-64","JUNIN",24
2021,5,"F","45-64","LA LIBERTAD",11
2021,5,"F","45-64","LAMBAYEQUE",10
2021,5,"F","45-64","LIMA",236
2021,5,"F","45-64","LORETO",12
2021,5,"F","45-64","MOQUEGUA",5
2021,5,"F","45-64","PASCO",3
2021,5,"F","45-64","PIURA",18
2021,5,"F","45-64","PUNO",10
2021,5,"F","45-64","TACNA",11
2021,5,"F","45-64","TUMBES",2
2021,5,"F","45-64","UCAYALI",4
2021,5,"F","65+","AMAZONAS",5
2021,5,"F","65+","ANCASH",18
2021,5,"F","65+","APURIMAC",7
2021,5,"F","65+","AREQUIPA",38
2021,5,"F","65+","AYACUCHO",9
2021,5,"F","65+","CAJAMARCA",11
2021,5,"F","65+","CALLAO",51
2021,5,"F","65+","CUSCO",11
2021,5,"F","65+","HUANCAVELICA",2
2021,5,"F","65+","HUANUCO",24
2021,5,"F","65+","ICA",53
2021,5,"F","65+","JUNIN",32
2021,5,"F","65+","LA LIBERTAD",31
2021,5,"F","65+","LAMBAYEQUE",34
2021,5,"F","65+","LIMA",400
2021,5,"F","65+","LORETO",10
2021,5,"F","65+","MADRE DE DIOS",2
2021,5,"F","65+","MOQUEGUA",10
2021,5,"F","65+","PASCO",6
2021,5,"F","65+","PIURA",39
2021,5,"F","65+","PUNO",12
2021,5,"F","65+","SAN MARTIN",5
2021,5,"F","65+","TACNA",15
2021,5,"F","65+","TUMBES",5
2021,5,"F","65+","UCAYALI",10
2021,5,"M","0-17","AREQUIPA",1
2021,5,"M","0-17","CAJAMARCA",1
2021,5,"M","0-17","JUNIN",2
2021,5,"M","0-17","LAMBAYEQUE",1
2021,5,"M","0-17","LIMA",3
2021,5,"M","0-17","PIURA",1
2021,5,"M","18-44","AMAZONAS",1
2021,5,"M","18-44","ANCASH",5
2021,5,"M","18-44","APURIMAC",1
2021,5,"M","18-44","AREQUIPA",11
2021,5,"M","18-44","CAJAMARCA",4
2021,5,"M","18-44","CALLAO",11
2021,5,"M","18-44","CUSCO",2
2021,5,"M","18-44","HUANCAVELICA",4
2021,5,"M","18-44","HUANUCO",3
2021,5,"M","18-44","ICA",18
2021,5,"M","18-44","JUNIN",16
2021,5,"M","18-44","LA LIBERTAD",5
2021,5,"M","18-44","LAMBAYEQUE",2
2021,5,"M","18-44","LIMA",107
2021,5,"M","18-44","LORETO",4
2021,5,"M","18-44","PASCO",2
2021,5,"M","18-44","PIURA",3
2021,5,"M","18-44","PUNO",7
2021,5,"M","18-44","TACNA",8
2021,5,"M","18-44","TUMBES",2
2021,5,"M","18-44","UCAYALI",2
2021,5,"M","45-64","AMAZONAS",6
2021,5,"M","45-64","ANCASH",21
2021,5,"M","45-64","APURIMAC",6
2021,5,"M","45-64","AREQUIPA",45
2021,5,"M","45-64","AYACUCHO",7
2021,5,"M","45-64","CAJAMARCA",11
2021,5,"M","45-64","CALLAO",55
2021,5,"M","45-64","CUSCO",24
2021,5,"M","45-64","HUANCAVELICA",3
2021,5,"M","45-64","HUANUCO",20
2021,5,"M","45-64","ICA",58
2021,5,"M","45-64","JUNIN",55
2021,5,"M","45-64","LA LIBERTAD",27
2021,5,"M","45-64","LAMBAYEQUE",20
2021,5,"M","45-64","LIMA",463
2021,5,"M","45-64","LORETO",15
2021,5,"M","45-64","MADRE DE DIOS",1
2021,5,"M","45-64","MOQUEGUA",5
2021,5,"M","45-64","PASCO",8
2021,5,"M","45-64","PIURA",31
2021,5,"M","45-64","PUNO",26
2021,5,"M","45-64","SAN MARTIN",2
2021,5,"M","45-64","TACNA",29
2021,5,"M","45-64","TUMBES",1
2021,5,"M","45-64","UCAYALI",8
2021,5,"M","65+","AMAZONAS",13
2021,5,"M","65+","ANCASH",53
2021,5,"M","65+","APURIMAC",14
2021,5,"M","65+","AREQUIPA",55
2021,5,"M","65+","AYACUCHO",23
2021,5,"M","65+","CAJAMARCA",26
2021,5,"M","65+","CALLAO",79
2021,5,"M","65+","CUSCO",47
2021,5,"M","65+","HUANCAVELICA",14
2021,5,"M","65+","HUANUCO",48
2021,5,"M","65+","ICA",86
2021,5,"M","65+","JUNIN",78
2021,5,"M","65+","LA LIBERTAD",40
2021,5,"M","65+","LAMBAYEQUE",38
2021,5,"M","65+","LIMA",650
2021,5,"M","65+","LORETO",23
2021,5,"M","65+","MADRE DE DIOS",1
2021,5,"M","65+","MOQUEGUA",15
2021,5,"M","65+","PASCO",9
2021,5,"M","65+","PIURA",55
2021,5,"M","65+","PUNO",38
2021,5,"M","65+","SAN MARTIN",9
2021,5,"M","65+","TACNA",23
2021,5,"M","65+","TUMBES",9
2021,5,"M","65+","UCAYALI",18
2021,6,"F","0-17","CALLAO",1
2021,6,"F","0-17","JUNIN",2
2021,6,"F","0-17","LIMA",1
2021,6,"F","18-44","ANCASH",2
2021,6,"F","18-44","APURIMAC",2
2021,6,"F","18-44","AREQUIPA",1
2021,6,"F","18-44","CALLAO",6
2021,6,"F","18-44","CUSCO",2
2021,6,"F","18-44","HUANUCO",3
2021,6,"F","18-44","ICA",4
2021,6,"F","18-44","JUNIN",4
2021,6,"F","18-44","LA LIBERTAD",4
2021,6,"F","18-44","LAMBAYEQUE",5
2021,6,"F","18-44","LIMA",41
2021,6,"F","18-44","LORETO",1
2021,6,"F","18-44","MOQUEGUA",1
2021,6,"F","18-44","PIURA",8
2021,6,"F","18-44","PUNO",2
2021,6,"F","18-44","TACNA",5
2021,6,"F","18-44","TUMBES",1
2021,6,"F","45-64","AMAZONAS",2
2021,6,"F","45-64","ANCASH",13
2021,6,"F","45-64","APURIMAC",1
2021,6,"F","45-64","AREQUIPA",29
2021,6,"F","45-64","AYACUCHO",1
2021,6,"F","45-64","CAJAMARCA",2
2021,6,"F","45-64","CALLAO",37
2021,6,"F","45-64","CUSCO",9
2021,6,"F","45-64","HUANCAVELICA",5
2021,6,"F","45-64","HUANUCO",9
2021,6,"F","45-64","ICA",32
2021,6,"F","45-64","JUNIN",18
2021,6,"F","45-64","LA LIBERTAD",22
2021,6,"F","45-64","LAMBAYEQUE",15
2021,6,"F","45-64","LIMA",263
2021,6,"F","45-64","LORETO",19
2021,6,"F","45-64","MADRE DE DIOS",1
2021,6,"F","45-64","MOQUEGUA",2
2021,6,"F","45-64","PASCO",4
2021,6,"F","45-64","PIURA",14
2021,6,"F","45-64","PUNO",8
2021,6,"F","45-64","SAN MARTIN",4
2021,6,"F","45-64","TACNA",10
2021,6,"F","45-64","TUMBES",3
2021,6,"F","45-64","UCAYALI",7
2021,6,"F","65+","AMAZONAS",4
2021,6,"F","65+","ANCASH",21
2021,6,"F","65+","APURIMAC",7
2021,6,"F","65+","AREQUIPA",32
2021,6,"F","65+","AYACUCHO",10
2021,6,"F","65+","CAJAMARCA",20
2021,6,"F","65+","CALLAO",65
2021,6,"F","65+","CUSCO",25
2021,6,"F","65+","HUANCAVELICA",11
2021,6,"F","65+","HUANUCO",24
2021,6,"F","65+","ICA",68
2021,6,"F","65+","JUNIN",49
2021,6,"F","65+","LA LIBERTAD",43
2021,6,"F","65+","LAMBAYEQUE",22
2021,6,"F","65+","LIMA",478
2021,6,"F","65+","LORETO",26
2021,6,"F","65+","MOQUEGUA",3
2021,6,"F","65+","PASCO",5
2021,6,"F","65+","PIURA",34
2021,6,"F","65+","PUNO",15
2021,6,"F","65+","SAN MARTIN",6
2021,6,"F","65+","TACNA",9
2021,6,"F","65+","TUMBES",7
2021,6,"F","65+","UCAYALI",4
2021,6,"M","0-17","CALLAO",2
2021,6,"M","0-17","JUNIN",2
2021,6,"M","0-17","LAMBAYEQUE",2
2021,6,"M","0-17","LIMA",2
2021,6,"M","0-17","PASCO",2
2021,6,"M","0-17","PUNO",1
2021,6,"M","0-17","SAN MARTIN",1
2021,6,"M","18-44","AMAZONAS",1
2021,6,"M","18-44","ANCASH",3
2021,6,"M","18-44","APURIMAC",2
2021,6,"M","18-44","AREQUIPA",2
2021,6,"M","18-44","AYACUCHO",2
2021,6,"M","18-44","CAJAMARCA",4
2021,6,"M","18-44","CALLAO",13
2021,6,"M","18-44","CUSCO",2
2021,6,"M","18-44","HUANCAVELICA",3
2021,6,"M","18-44","HUANUCO",3
2021,6,"M","18-44","ICA",20
2021,6,"M","18-44","JUNIN",12
2021,6,"M","18-44","LA LIBERTAD",9
2021,6,"M","18-44","LAMBAYEQUE",4
2021,6,"M","18-44","LIMA",133
2021,6,"M","18-44","LORETO",9
2021,6,"M","18-44","MADRE DE DIOS",1
2021,6,"M","18-44","MOQUEGUA",2
2021,6,"M","18-44","PASCO",2
2021,6,"M","18-44","PIURA",5
2021,6,"M","18-44","PUNO",5
2021,6,"M","18-44","SAN MARTIN",2
2021,6,"M","18-44","TACNA",5
2021,6,"M","18-44","TUMBES",3
2021,6,"M","18-44","UCAYALI",2
2021,6,"M","45-64","AMAZONAS",2
2021,6,"M","45-64","ANCASH",19
2021,6,"M","45-64","APURIMAC",11
2021,6,"M","45-64","AREQUIPA",39
2021,6,"M","45-64","AYACUCHO",8
2021,6,"M","45-64","CAJAMARCA",14
2021,6,"M","45-64","CALLAO",58
2021,6,"M","45-64","CUSCO",21
2021,6,"M","45-64","HUANCAVELICA",2
2021,6,"M","45-64","HUANUCO",36
2021,6,"M","45-64","ICA",56
2021,6,"M","45-64","JUNIN",57
2021,6,"M","45-64","LA LIBERTAD",33
2021,6,"M","45-64","LAMBAYEQUE",19
2021,6,"M","45-64","LIMA",579
2021,6,"M","45-64","LORETO",24
2021,6,"M","45-64","MADRE DE DIOS",1
2021,6,"M","45-64","MOQUEGUA",4
2021,6,"M","45-64","PASCO",6
2021,6,"M","45-64","PIURA",19
2021,6,"M","45-64","PUNO",37
2021,6,"M","45-64","SAN MARTIN",5
2021,6,"M","45-64","TACNA",33
2021,6,"M","45-64","TUMBES",7
2021,6,"M","45-64","UCAYALI",9
2021,6,"M","65+","AMAZONAS",4
2021,6,"M","65+","ANCASH",49
2021,6,"M","65+","APURIMAC",20
2021,6,"M","65+","AREQUIPA",63
2021,6,"M","65+","AYACUCHO",12
2021,6,"M","65+","CAJAMARCA",28
2021,6,"M","65+","CALLAO",76
2021,6,"M","65+","CUSCO",52
2021,6,"M","65+","HUANCAVELICA",15
2021,6,"M","65+","HUANUCO",51
2021,6,"M","65+","ICA",79
2021,6,"M","65+","JUNIN",85
2021,6,"M","65+","LA LIBERTAD",65
2021,6,"M","65+","LAMBAYEQUE",43
2021,6,"M","65+","LIMA",725
2021,6,"M","65+","LORETO",22
2021,6,"M","65+","MOQUEGUA",6
2021,6,"M","65+","PASCO",6
2021,6,"M","65+","PIURA",60
2021,6,"M","65+","PUNO",44
2021,6,"M","65+","SAN MARTIN",11
2021,6,"M","65+","TACNA",25
2021,6,"M","65+","TUMBES",12
2021,6,"M","65+","UCAYALI",10
2021,7,"F","0-17","AYACUCHO",1
2021,7,"F","0-17","CALLAO",1
2021,7,"F","0-17","LIMA",2
2021,7,"F","0-17","LORETO",1
2021,7,"F","18-44","ANCASH",1
2021,7,"F","18-44","APURIMAC",1
2021,7,"F","18-44","AREQUIPA",5
2021,7,"F","18-44","AYACUCHO",2
2021,7,"F","18-44","CAJAMARCA",1
2021,7,"F","18-44","CALLAO",11
2021,7,"F","18-44","CUSCO",4
2021,7,"F","18-44","HUANCAVELICA",1
2021,7,"F","18-44","ICA",6
2021,7,"F","18-44","JUNIN",2
2021,7,"F","18-44","LA LIBERTAD",4
2021,7,"F","18-44","LAMBAYEQUE",2
2021,7,"F","18-44","LIMA",62
2021,7,"F","18-44","LORETO",3
2021,7,"F","18-44","PASCO",1
2021,7,"F","18-44","PUNO",2
2021,7,"F","18-44","TACNA",1
2021,7,"F","18-44","TUMBES",1
2021,7,"F","18-44","UCAYALI",3
2021,7,"F","45-64","AMAZONAS",5
2021,7,"F","45-64","ANCASH",9
2021,7,"F","45-64","AREQUIPA",22
2021,7,"F","45-64","AYACUCHO",3
2021,7,"F","45-64","CAJAMARCA",7
2021,7,"F","45-64","CALLAO",40
2021,7,"F","45-64","CUSCO",11
2021,7,"F","45-64","HUANCAVELICA",3
2021,7,"F","45-64","HUANUCO",8
2021,7,"F","45-64","ICA",30
2021,7,"F","45-64","JUNIN",15
2021,7,"F","45-64","LA LIBERTAD",16
2021,7,"F","45-64","LAMBAYEQUE",13
2021,7,"F","45-64","LIMA",302
2021,7,"F","45-64","LORETO",31
2021,7,"F","45-64","MOQUEGUA",2
2021,7,"F","45-64","PASCO",3
2021,7,"F","45-64","PIURA",14
2021,7,"F","45-64","PUNO",11
2021,7,"F","45-64","SAN MARTIN",4
2021,7,"F","45-64","TACNA",8
2021,7,"F","45-64","TUMBES",4
2021,7,"F","45-64","UCAYALI",8
2021,7,"F","65+","AMAZONAS",7
2021,7,"F","65+","ANCASH",20
2021,7,"F","65+","APURIMAC",4
2021,7,"F","65+","AREQUIPA",25
2021,7,"F","65+","AYACUCHO",7
2021,7,"F","65+","CAJAMARCA",7
2021,7,"F","65+","CALLAO",60
2021,7,"F","65+","CUSCO",19
2021,7,"F","65+","HUANCAVELICA",11
2021,7,"F","65+","HUANUCO",17
2021,7,"F","65+","ICA",70
2021,7,"F","65+","JUNIN",41
2021,7,"F","65+","LA LIBERTAD",54
2021,7,"F","65+","LAMBAYEQUE",18
2021,7,"F","65+","LIMA",563
2021,7,"F","65+","LORETO",30
2021,7,"F","65+","MADRE DE DIOS",1
2021,7,"F","65+","MOQUEGUA",6
2021,7,"F","65+","PASCO",7
2021,7,"F","65+","PIURA",32
2021,7,"F","65+","PUNO",21
2021,7,"F","65+","SAN MARTIN",7
2021,7,"F","65+","TACNA",12
2021,7,"F","65+","TUMBES",2
2021,7,"F","65+","UCAYALI",12
2021,7,"M","0-17","LAMBAYEQUE",1
2021,7,"M","0-17","LIMA",5
2021,7,"M","0-17","MOQUEGUA",1
2021,7,"M","0-17","PIURA",1
2021,7,"M","0-17","PUNO",1
2021,7,"M","0-17","UCAYALI",2
2021,7,"M","18-44","AMAZONAS",3
2021,7,"M","18-44","ANCASH",6
2021,7,"M","18-44","APURIMAC",2
2021,7,"M","18-44","AREQUIPA",4
2021,7,"M","18-44","AYACUCHO",3
2021,7,"M","18-44","CALLAO",24
2021,7,"M","18-44","CUSCO",3
2021,7,"M","18-44","HUANCAVELICA",1
2021,7,"M","18-44","HUANUCO",3
2021,7,"M","18-44","ICA",15
2021,7,"M","18-44","JUNIN",12
2021,7,"M","18-44","LA LIBERTAD",6
2021,7,"M","18-44","LAMBAYEQUE",2
2021,7,"M","18-44","LIMA",171
2021,7,"M","18-44","LORETO",8
2021,7,"M","18-44","MADRE DE DIOS",1
2021,7,"M","18-44","PASCO",2
2021,7,"M","18-44","PIURA",7
2021,7,"M","18-44","PUNO",4
2021,7,"M","18-44","SAN MARTIN",1
2021,7,"M","18-44","TACNA",1
2021,7,"M","18-44","UCAYALI",4
2021,7,"M","45-64","AMAZONAS",5
2021,7,"M","45-64","ANCASH",26
2021,7,"M","45-64","APURIMAC",6
2021,7,"M","45-64","AREQUIPA",36
2021,7,"M","45-64","AYACUCHO",11
2021,7,"M","45-64","CAJAMARCA",15
2021,7,"M","45-64","CALLAO",68
2021,7,"M","45-64","CUSCO",20
2021,7,"M","45-64","HUANCAVELICA",7
2021,7,"M","45-64","HUANUCO",14
2021,7,"M","45-64","ICA",61
2021,7,"M","45-64","JUNIN",41
2021,7,"M","45-64","LA LIBERTAD",39
2021,7,"M","45-64","LAMBAYEQUE",21
2021,7,"M","45-64","LIMA",618
2021,7,"M","45-64","LORETO",32
2021,7,"M","45-64","MADRE DE DIOS",1
2021,7,"M","45-64","MOQUEGUA",1
2021,7,"M","45-64","PASCO",3
2021,7,"M","45-64","PIURA",18
2021,7,"M","45-64","PUNO",40
2021,7,"M","45-64","SAN MARTIN",3
2021,7,"M","45-64","TACNA",24
2021,7,"M","45-64","TUMBES",6
2021,7,"M","45-64","UCAYALI",7
2021,7,"M","65+","AMAZONAS",9
2021,7,"M","65+","ANCASH",43
2021,7,"M","65+","APURIMAC",13
2021,7,"M","65+","AREQUIPA",62
2021,7,"M","65+","AYACUCHO",23
2021,7,"M","65+","CAJAMARCA",38
2021,7,"M","65+","CALLAO",99
2021,7,"M","65+","CUSCO",48
2021,7,"M","65+","HUANCAVELICA",11
2021,7,"M","65+","HUANUCO",29
2021,7,"M","65+","ICA",80
2021,7,"M","65+","JUNIN",86
2021,7,"M","65+","LA LIBERTAD",64
2021,7,"M","65+","LAMBAYEQUE",39
2021,7,"M","65+","LIMA",847
2021,7,"M","65+","LORETO",44
2021,7,"M","65+","MADRE DE DIOS",3
2021,7,"M","65+","MOQUEGUA",4
2021,7,"M","65+","PASCO",8
2021,7,"M","65+","PIURA",45
2021,7,"M","65+","PUNO",47
2021,7,"M","65+","SAN MARTIN",11
2021,7,"M","65+","TACNA",27
2021,7,"M","65+","TUMBES",5
2021,7,"M","65+","UCAYALI",17
2021,8,"F","0-17","HUANCAVELICA",1
