"fecha_fallecimiento","sexo","agrp","dpt_cdc","prov_cdc","n"
"2020-04-13","M","65+","LA LIBERTAD","ASCOPE",1
"2020-04-13","M","65+","LAMBAYEQUE","CHICLAYO",3
"2020-04-13","M","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-04-13","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-13","M","65+","LIMA","CAÑETE",1
"2020-04-13","M","65+","LIMA","LIMA",18
"2020-04-13","M","65+","PIURA","PIURA",2
"2020-04-14","F","18-44","ICA","ICA",1
"2020-04-14","F","18-44","JUNIN","HUANCAYO",1
"2020-04-14","F","45-64","ANCASH","SANTA",1
"2020-04-14","F","45-64","CALLAO","CALLAO",2
"2020-04-14","F","45-64","LAMBAYEQUE","CHICLAYO",1
"2020-04-14","F","45-64","LAMBAYEQUE","FERREÑAFE",2
"2020-04-14","F","45-64","LIMA","LIMA",6
"2020-04-14","F","45-64","PIURA","PIURA",2
"2020-04-14","F","65+","ANCASH","HUARAZ",1
"2020-04-14","F","65+","ANCASH","SANTA",2
"2020-04-14","F","65+","CALLAO","CALLAO",1
"2020-04-14","F","65+","LA LIBERTAD","TRUJILLO",1
"2020-04-14","F","65+","LAMBAYEQUE","CHICLAYO",1
"2020-04-14","F","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-04-14","F","65+","LIMA","LIMA",17
"2020-04-14","F","65+","LORETO","MAYNAS",1
"2020-04-14","F","65+","LORETO",NA,1
"2020-04-14","M","0-17","LIMA","CAÑETE",1
"2020-04-14","M","18-44","JUNIN","HUANCAYO",1
"2020-04-14","M","18-44","LA LIBERTAD","TRUJILLO",1
"2020-04-14","M","18-44","LAMBAYEQUE","FERREÑAFE",1
"2020-04-14","M","18-44","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-14","M","18-44","LIMA","LIMA",7
"2020-04-14","M","18-44","PIURA","MORROPON",1
"2020-04-14","M","18-44","PIURA","SULLANA",1
"2020-04-14","M","45-64","ANCASH","SANTA",1
"2020-04-14","M","45-64","CALLAO","CALLAO",3
"2020-04-14","M","45-64","ICA","CHINCHA",1
"2020-04-14","M","45-64","ICA","NAZCA",1
"2020-04-14","M","45-64","ICA","PISCO",1
"2020-04-14","M","45-64","JUNIN","HUANCAYO",1
"2020-04-14","M","45-64","LAMBAYEQUE","CHICLAYO",2
"2020-04-14","M","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-14","M","45-64","LIMA","LIMA",18
"2020-04-14","M","45-64","LORETO","MAYNAS",3
"2020-04-14","M","45-64","PIURA","MORROPON",1
"2020-04-14","M","45-64","PIURA","TALARA",1
"2020-04-14","M","65+","CALLAO","CALLAO",9
"2020-04-14","M","65+","ICA","ICA",1
"2020-04-14","M","65+","LA LIBERTAD","CHEPEN",1
"2020-04-14","M","65+","LAMBAYEQUE","CHICLAYO",3
"2020-04-14","M","65+","LIMA","LIMA",29
"2020-04-14","M","65+","PIURA","PIURA",2
"2020-04-14","M","65+","PUNO","HUANCANE",1
"2020-04-15","F","0-17","AREQUIPA","AREQUIPA",1
"2020-04-15","F","0-17","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-15","F","0-17","LIMA","LIMA",1
"2020-04-15","F","45-64","CALLAO","CALLAO",1
"2020-04-15","F","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-04-15","F","45-64","LAMBAYEQUE","LAMBAYEQUE",2
"2020-04-15","F","45-64","LIMA","LIMA",7
"2020-04-15","F","45-64","LORETO","MAYNAS",1
"2020-04-15","F","45-64","UCAYALI","CORONEL PORTILLO",1
"2020-04-15","F","65+","CALLAO","CALLAO",1
"2020-04-15","F","65+","ICA","ICA",1
"2020-04-15","F","65+","LA LIBERTAD","TRUJILLO",2
"2020-04-15","F","65+","LAMBAYEQUE","CHICLAYO",7
"2020-04-15","F","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-04-15","F","65+","LIMA","CAÑETE",1
"2020-04-15","F","65+","LIMA","LIMA",15
"2020-04-15","F","65+","PIURA","PIURA",4
"2020-04-15","F","65+","UCAYALI","CORONEL PORTILLO",1
"2020-04-15","M","18-44","ANCASH","SANTA",1
"2020-04-15","M","18-44","LIMA","LIMA",7
"2020-04-15","M","18-44","PIURA","PIURA",1
"2020-04-15","M","45-64","ANCASH","SANTA",1
"2020-04-15","M","45-64","CALLAO","CALLAO",2
"2020-04-15","M","45-64","LAMBAYEQUE","CHICLAYO",4
"2020-04-15","M","45-64","LIMA","CAÑETE",1
"2020-04-15","M","45-64","LIMA","LIMA",12
"2020-04-15","M","45-64","LORETO","MAYNAS",2
"2020-04-15","M","45-64","PIURA","MORROPON",1
"2020-04-15","M","45-64","PIURA","PIURA",2
"2020-04-15","M","45-64","UCAYALI","CORONEL PORTILLO",1
"2020-04-15","M","65+","ANCASH","SANTA",2
"2020-04-15","M","65+","AREQUIPA","AREQUIPA",1
"2020-04-15","M","65+","CAJAMARCA","CAJABAMBA",1
"2020-04-15","M","65+","CALLAO","CALLAO",2
"2020-04-15","M","65+","LA LIBERTAD","TRUJILLO",1
"2020-04-15","M","65+","LAMBAYEQUE","CHICLAYO",4
"2020-04-15","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-15","M","65+","LIMA","LIMA",28
"2020-04-15","M","65+","LORETO","MAYNAS",1
"2020-04-15","M","65+","PIURA","PIURA",3
"2020-04-15","M","65+","TUMBES","ZARUMILLA",1
"2020-04-16","F","18-44","LAMBAYEQUE","CHICLAYO",1
"2020-04-16","F","18-44","LIMA","LIMA",2
"2020-04-16","F","18-44","PIURA","SULLANA",1
"2020-04-16","F","18-44","UCAYALI","CORONEL PORTILLO",1
"2020-04-16","F","45-64","ANCASH","SANTA",1
"2020-04-16","F","45-64","LAMBAYEQUE","CHICLAYO",2
"2020-04-16","F","45-64","LAMBAYEQUE","FERREÑAFE",2
"2020-04-16","F","45-64","LIMA","LIMA",6
"2020-04-16","F","65+","ANCASH","SANTA",2
"2020-04-16","F","65+","CAJAMARCA","CHOTA",1
"2020-04-16","F","65+","ICA","CHINCHA",1
"2020-04-16","F","65+","LA LIBERTAD","TRUJILLO",1
"2020-04-16","F","65+","LAMBAYEQUE","CHICLAYO",5
"2020-04-16","F","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-04-16","F","65+","LIMA","HUAROCHIRI",1
"2020-04-16","F","65+","LIMA","LIMA",12
"2020-04-16","F","65+","LORETO","MAYNAS",1
"2020-04-16","F","65+","PIURA","PIURA",5
"2020-04-16","M","0-17","PIURA","AYABACA",1
"2020-04-16","M","0-17","PIURA","PIURA",1
"2020-04-16","M","18-44","AYACUCHO","PARINACOCHAS",1
"2020-04-16","M","18-44","CALLAO","CALLAO",1
"2020-04-16","M","18-44","LAMBAYEQUE","CHICLAYO",2
"2020-04-16","M","18-44","LIMA","LIMA",5
"2020-04-16","M","45-64","ANCASH","SANTA",1
"2020-04-16","M","45-64","CALLAO","CALLAO",1
"2020-04-16","M","45-64","ICA","CHINCHA",2
"2020-04-16","M","45-64","ICA","ICA",1
"2020-04-16","M","45-64","JUNIN","CHUPACA",1
"2020-04-16","M","45-64","LAMBAYEQUE","CHICLAYO",1
"2020-04-16","M","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-04-16","M","45-64","LIMA","CAÑETE",2
"2020-04-16","M","45-64","LIMA","LIMA",22
"2020-04-16","M","45-64","LORETO","MAYNAS",1
"2020-04-16","M","45-64","PIURA","PIURA",1
"2020-04-16","M","45-64","UCAYALI","CORONEL PORTILLO",2
"2020-04-16","M","65+","CALLAO","CALLAO",6
"2020-04-16","M","65+","ICA","ICA",1
"2020-04-16","M","65+","LAMBAYEQUE","CHICLAYO",3
"2020-04-16","M","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-04-16","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-16","M","65+","LIMA","LIMA",37
"2020-04-16","M","65+","LORETO","MAYNAS",1
"2020-04-16","M","65+","PIURA","PIURA",3
"2020-04-16","M","65+","UCAYALI","CORONEL PORTILLO",2
"2020-04-17","F","18-44","LIMA","LIMA",2
"2020-04-17","F","45-64","LAMBAYEQUE","CHICLAYO",3
"2020-04-17","F","45-64","LAMBAYEQUE","FERREÑAFE",2
"2020-04-17","F","45-64","LIMA","LIMA",8
"2020-04-17","F","45-64","PIURA","MORROPON",1
"2020-04-17","F","65+","CALLAO","CALLAO",2
"2020-04-17","F","65+","LAMBAYEQUE","CHICLAYO",4
"2020-04-17","F","65+","LIMA","LIMA",15
"2020-04-17","F","65+","LORETO","MAYNAS",1
"2020-04-17","F","65+","PASCO","PASCO",1
"2020-04-17","F","65+","PIURA","PIURA",2
"2020-04-17","F","65+","UCAYALI","CORONEL PORTILLO",2
"2020-04-17","M","18-44","CALLAO","CALLAO",2
"2020-04-17","M","18-44","LIMA","LIMA",9
"2020-04-17","M","18-44","LORETO","MAYNAS",3
"2020-04-17","M","45-64","ANCASH","SANTA",1
"2020-04-17","M","45-64","CALLAO","CALLAO",1
"2020-04-17","M","45-64","ICA","CHINCHA",1
"2020-04-17","M","45-64","ICA","PISCO",1
"2020-04-17","M","45-64","LA LIBERTAD","TRUJILLO",1
"2020-04-17","M","45-64","LAMBAYEQUE","CHICLAYO",3
"2020-04-17","M","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-04-17","M","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-17","M","45-64","LIMA","CAÑETE",1
"2020-04-17","M","45-64","LIMA","HUARAL",1
"2020-04-17","M","45-64","LIMA","LIMA",20
"2020-04-17","M","45-64","LORETO","MAYNAS",1
"2020-04-17","M","45-64","PIURA","PIURA",2
"2020-04-17","M","65+","AYACUCHO","PAUCAR DEL SARA SARA",1
"2020-04-17","M","65+","CALLAO","CALLAO",4
"2020-04-17","M","65+","LA LIBERTAD","TRUJILLO",1
"2020-04-17","M","65+","LAMBAYEQUE","CHICLAYO",3
"2020-04-17","M","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-04-17","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-17","M","65+","LIMA","LIMA",22
"2020-04-17","M","65+","LORETO","DATEM DEL MARAÑON",1
"2020-04-17","M","65+","PIURA","PIURA",1
"2020-04-17","M","65+","PIURA","SULLANA",2
"2020-04-17","M","65+","TUMBES","TUMBES",1
"2020-04-17","M","65+","UCAYALI","CORONEL PORTILLO",2
"2020-04-18","F","0-17","LIMA","LIMA",1
"2020-04-18","F","0-17","TUMBES","ZARUMILLA",1
"2020-04-18","F","18-44","LIMA","LIMA",2
"2020-04-18","F","18-44","LORETO","ALTO AMAZONAS",1
"2020-04-18","F","18-44","UCAYALI","PADRE ABAD",1
"2020-04-18","F","45-64","CALLAO","CALLAO",1
"2020-04-18","F","45-64","JUNIN","HUANCAYO",1
"2020-04-18","F","45-64","LAMBAYEQUE","CHICLAYO",3
"2020-04-18","F","45-64","LIMA","LIMA",7
"2020-04-18","F","45-64","LORETO","MAYNAS",1
"2020-04-18","F","45-64","PIURA","PIURA",1
"2020-04-18","F","65+","ANCASH","SANTA",2
"2020-04-18","F","65+","AREQUIPA","AREQUIPA",1
"2020-04-18","F","65+","CALLAO","CALLAO",1
"2020-04-18","F","65+","LAMBAYEQUE","CHICLAYO",3
"2020-04-18","F","65+","LIMA","LIMA",15
"2020-04-18","F","65+","LORETO","MAYNAS",1
"2020-04-18","M","18-44","CALLAO","CALLAO",1
"2020-04-18","M","18-44","LA LIBERTAD","TRUJILLO",1
"2020-04-18","M","18-44","LIMA","LIMA",4
"2020-04-18","M","18-44","UCAYALI","CORONEL PORTILLO",1
"2020-04-18","M","45-64","ANCASH","SANTA",1
"2020-04-18","M","45-64","CALLAO","CALLAO",4
"2020-04-18","M","45-64","ICA","CHINCHA",1
"2020-04-18","M","45-64","LAMBAYEQUE","CHICLAYO",2
"2020-04-18","M","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-04-18","M","45-64","LIMA","CAÑETE",1
"2020-04-18","M","45-64","LIMA","LIMA",23
"2020-04-18","M","45-64","LORETO","MAYNAS",2
"2020-04-18","M","45-64","PIURA","PAITA",1
"2020-04-18","M","45-64","PIURA","PIURA",3
"2020-04-18","M","45-64","TUMBES","TUMBES",1
"2020-04-18","M","45-64","UCAYALI","CORONEL PORTILLO",1
"2020-04-18","M","65+","ANCASH","SANTA",1
"2020-04-18","M","65+","CALLAO","CALLAO",5
"2020-04-18","M","65+","ICA","CHINCHA",1
"2020-04-18","M","65+","ICA","ICA",1
"2020-04-18","M","65+","JUNIN","TARMA",1
"2020-04-18","M","65+","LA LIBERTAD","TRUJILLO",1
"2020-04-18","M","65+","LAMBAYEQUE","CHICLAYO",4
"2020-04-18","M","65+","LAMBAYEQUE","FERREÑAFE",4
"2020-04-18","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-18","M","65+","LIMA","HUAURA",1
"2020-04-18","M","65+","LIMA","LIMA",26
"2020-04-18","M","65+","LIMA","OYON",1
"2020-04-18","M","65+","LORETO","MAYNAS",2
"2020-04-18","M","65+","PIURA","MORROPON",2
"2020-04-18","M","65+","PIURA","PIURA",5
"2020-04-18","M","65+","PIURA","SULLANA",1
"2020-04-18","M","65+","SAN MARTIN","RIOJA",1
"2020-04-18","M","65+","UCAYALI","CORONEL PORTILLO",2
"2020-04-19","F","18-44","LAMBAYEQUE","FERREÑAFE",1
"2020-04-19","F","18-44","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-19","F","18-44","LIMA","LIMA",3
"2020-04-19","F","18-44","LORETO","MAYNAS",1
"2020-04-19","F","18-44","PIURA","PIURA",1
"2020-04-19","F","18-44","PIURA","SULLANA",1
"2020-04-19","F","18-44","SAN MARTIN","MOYOBAMBA",1
"2020-04-19","F","45-64","ANCASH","SANTA",1
"2020-04-19","F","45-64","CALLAO","CALLAO",2
"2020-04-19","F","45-64","LAMBAYEQUE","CHICLAYO",3
"2020-04-19","F","45-64","LIMA","LIMA",13
"2020-04-19","F","45-64","PIURA","PAITA",1
"2020-04-19","F","45-64","PIURA","PIURA",1
"2020-04-19","F","65+","ANCASH","SANTA",6
"2020-04-19","F","65+","CALLAO","CALLAO",1
"2020-04-19","F","65+","ICA","PALPA",1
"2020-04-19","F","65+","JUNIN","HUANCAYO",2
"2020-04-19","F","65+","LAMBAYEQUE","CHICLAYO",3
"2020-04-19","F","65+","LAMBAYEQUE",NA,1
"2020-04-19","F","65+","LIMA","HUARAL",1
"2020-04-19","F","65+","LIMA","LIMA",17
"2020-04-19","F","65+","LORETO","MAYNAS",1
"2020-04-19","F","65+","PIURA","MORROPON",1
"2020-04-19","F","65+","PIURA","PIURA",2
"2020-04-19","F","65+","TUMBES","ZARUMILLA",1
"2020-04-19","F","65+","UCAYALI","CORONEL PORTILLO",2
"2020-04-19","M","18-44","ICA","PISCO",1
"2020-04-19","M","18-44","LA LIBERTAD","TRUJILLO",1
"2020-04-19","M","18-44","LIMA","LIMA",11
"2020-04-19","M","18-44","PIURA","PIURA",2
"2020-04-19","M","45-64","ANCASH","SANTA",1
"2020-04-19","M","45-64","AREQUIPA","AREQUIPA",1
"2020-04-19","M","45-64","AREQUIPA","CAMANA",1
"2020-04-19","M","45-64","CAJAMARCA","CHOTA",1
"2020-04-19","M","45-64","CALLAO","CALLAO",2
"2020-04-19","M","45-64","JUNIN","CHUPACA",1
"2020-04-19","M","45-64","LA LIBERTAD","CHEPEN",1
"2020-04-19","M","45-64","LA LIBERTAD","TRUJILLO",1
"2020-04-19","M","45-64","LAMBAYEQUE","CHICLAYO",3
"2020-04-19","M","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-19","M","45-64","LIMA","CAÑETE",3
"2020-04-19","M","45-64","LIMA","LIMA",22
"2020-04-19","M","45-64","LORETO","MAYNAS",2
"2020-04-19","M","45-64","PIURA","PAITA",1
"2020-04-19","M","45-64","PIURA","PIURA",3
"2020-04-19","M","45-64","PIURA","SECHURA",1
"2020-04-19","M","45-64","TUMBES","TUMBES",1
"2020-04-19","M","45-64","UCAYALI","CORONEL PORTILLO",5
"2020-04-19","M","65+","ANCASH","SANTA",1
"2020-04-19","M","65+","APURIMAC","CHINCHEROS",1
"2020-04-19","M","65+","CALLAO","CALLAO",6
"2020-04-19","M","65+","LAMBAYEQUE","CHICLAYO",6
"2020-04-19","M","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-04-19","M","65+","LIMA","LIMA",33
"2020-04-19","M","65+","LORETO","MAYNAS",5
"2020-04-19","M","65+","PIURA","PIURA",2
"2020-04-19","M","65+","PIURA","SULLANA",1
"2020-04-19","M","65+","UCAYALI","CORONEL PORTILLO",3
"2020-04-20","F","18-44","AREQUIPA","AREQUIPA",1
"2020-04-20","F","18-44","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-20","F","18-44","LORETO","MAYNAS",1
"2020-04-20","F","45-64","ANCASH","SANTA",1
"2020-04-20","F","45-64","AREQUIPA","AREQUIPA",1
"2020-04-20","F","45-64","CALLAO","CALLAO",3
"2020-04-20","F","45-64","ICA","ICA",1
"2020-04-20","F","45-64","LAMBAYEQUE","CHICLAYO",2
"2020-04-20","F","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-04-20","F","45-64","LIMA","BARRANCA",1
"2020-04-20","F","45-64","LIMA","HUAURA",1
"2020-04-20","F","45-64","LIMA","LIMA",3
"2020-04-20","F","45-64","LORETO","MAYNAS",1
"2020-04-20","F","45-64","PIURA","PIURA",1
"2020-04-20","F","45-64","SAN MARTIN","RIOJA",1
"2020-04-20","F","65+","ANCASH","SANTA",1
"2020-04-20","F","65+","AYACUCHO","HUANTA",1
"2020-04-20","F","65+","CALLAO","CALLAO",3
"2020-04-20","F","65+","LA LIBERTAD","TRUJILLO",2
"2020-04-20","F","65+","LAMBAYEQUE","CHICLAYO",5
"2020-04-20","F","65+","LIMA","CAÑETE",1
"2020-04-20","F","65+","LIMA","LIMA",18
"2020-04-20","F","65+","LORETO","MAYNAS",1
"2020-04-20","F","65+","PIURA","PIURA",1
"2020-04-20","F","65+","UCAYALI","CORONEL PORTILLO",3
"2020-04-20","M","18-44","ANCASH","SANTA",1
"2020-04-20","M","18-44","AREQUIPA","AREQUIPA",1
"2020-04-20","M","18-44","AREQUIPA","ISLAY",1
"2020-04-20","M","18-44","LAMBAYEQUE","CHICLAYO",2
"2020-04-20","M","18-44","LIMA","LIMA",6
"2020-04-20","M","18-44","LORETO","MAYNAS",1
"2020-04-20","M","18-44","PIURA","MORROPON",1
"2020-04-20","M","18-44","PIURA","TALARA",1
"2020-04-20","M","45-64","ANCASH","CASMA",1
"2020-04-20","M","45-64","ANCASH","SANTA",2
"2020-04-20","M","45-64","CAJAMARCA","JAEN",1
"2020-04-20","M","45-64","CALLAO","CALLAO",7
"2020-04-20","M","45-64","ICA","PALPA",1
"2020-04-20","M","45-64","LAMBAYEQUE","CHICLAYO",1
"2020-04-20","M","45-64","LIMA","LIMA",36
"2020-04-20","M","45-64","PIURA","PIURA",4
"2020-04-20","M","45-64","PIURA","SULLANA",1
"2020-04-20","M","45-64","TUMBES","ZARUMILLA",1
"2020-04-20","M","65+","ANCASH","CASMA",1
"2020-04-20","M","65+","ANCASH","SANTA",1
"2020-04-20","M","65+","CAJAMARCA","CAJABAMBA",1
"2020-04-20","M","65+","CALLAO","CALLAO",4
"2020-04-20","M","65+","HUANCAVELICA","ACOBAMBA",1
"2020-04-20","M","65+","LA LIBERTAD","TRUJILLO",2
"2020-04-20","M","65+","LAMBAYEQUE","CHICLAYO",7
"2020-04-20","M","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-04-20","M","65+","LIMA","CAÑETE",1
"2020-04-20","M","65+","LIMA","HUAURA",1
"2020-04-20","M","65+","LIMA","LIMA",40
"2020-04-20","M","65+","LORETO","MAYNAS",4
"2020-04-20","M","65+","PIURA","PIURA",5
"2020-04-20","M","65+","PIURA","SULLANA",1
"2020-04-20","M","65+","PUNO","SAN ROMAN",1
"2020-04-20","M","65+","UCAYALI","CORONEL PORTILLO",3
"2020-04-21","F","18-44","CALLAO","CALLAO",2
"2020-04-21","F","18-44","LIMA","LIMA",2
"2020-04-21","F","45-64","CALLAO","CALLAO",3
"2020-04-21","F","45-64","ICA","CHINCHA",1
"2020-04-21","F","45-64","LAMBAYEQUE","CHICLAYO",1
"2020-04-21","F","45-64","LIMA","LIMA",9
"2020-04-21","F","45-64","LORETO","MAYNAS",1
"2020-04-21","F","45-64","PIURA","PIURA",2
"2020-04-21","F","65+","AREQUIPA","AREQUIPA",1
"2020-04-21","F","65+","CALLAO","CALLAO",4
"2020-04-21","F","65+","ICA","CHINCHA",1
"2020-04-21","F","65+","LAMBAYEQUE","CHICLAYO",4
"2020-04-21","F","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-04-21","F","65+","LIMA","CAÑETE",1
"2020-04-21","F","65+","LIMA","LIMA",16
"2020-04-21","F","65+","LORETO","DATEM DEL MARAÑON",1
"2020-04-21","F","65+","LORETO","MAYNAS",3
"2020-04-21","F","65+","PIURA","PIURA",1
"2020-04-21","M","18-44","LAMBAYEQUE","CHICLAYO",1
"2020-04-21","M","18-44","LIMA","LIMA",9
"2020-04-21","M","18-44","PIURA","PIURA",1
"2020-04-21","M","45-64","ANCASH","SANTA",1
"2020-04-21","M","45-64","CALLAO","CALLAO",6
"2020-04-21","M","45-64","ICA","CHINCHA",1
"2020-04-21","M","45-64","LA LIBERTAD","TRUJILLO",1
"2020-04-21","M","45-64","LAMBAYEQUE","CHICLAYO",4
"2020-04-21","M","45-64","LAMBAYEQUE","LAMBAYEQUE",2
"2020-04-21","M","45-64","LIMA","CAÑETE",1
"2020-04-21","M","45-64","LIMA","HUARAL",1
"2020-04-21","M","45-64","LIMA","LIMA",25
"2020-04-21","M","45-64","LORETO","MAYNAS",3
"2020-04-21","M","45-64","PIURA","PIURA",6
"2020-04-21","M","45-64","SAN MARTIN","TOCACHE",1
"2020-04-21","M","45-64","TUMBES","ZARUMILLA",1
"2020-04-21","M","45-64","UCAYALI","CORONEL PORTILLO",2
"2020-04-21","M","65+","ANCASH","SANTA",2
"2020-04-21","M","65+","CALLAO","CALLAO",7
"2020-04-21","M","65+","ICA","CHINCHA",1
"2020-04-21","M","65+","ICA","ICA",1
"2020-04-21","M","65+","JUNIN","CONCEPCION",1
"2020-04-21","M","65+","LAMBAYEQUE","CHICLAYO",3
"2020-04-21","M","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-04-21","M","65+","LAMBAYEQUE","LAMBAYEQUE",2
"2020-04-21","M","65+","LIMA","BARRANCA",1
"2020-04-21","M","65+","LIMA","CAÑETE",2
"2020-04-21","M","65+","LIMA","HUAURA",2
"2020-04-21","M","65+","LIMA","LIMA",57
"2020-04-21","M","65+","LORETO","MAYNAS",8
"2020-04-21","M","65+","PIURA","PIURA",4
"2020-04-21","M","65+","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-04-21","M","65+","TUMBES","TUMBES",1
"2020-04-21","M","65+","UCAYALI","CORONEL PORTILLO",2
"2020-04-22","F","18-44","LIMA","LIMA",4
"2020-04-22","F","18-44","LORETO","MAYNAS",2
"2020-04-22","F","18-44","UCAYALI","ATALAYA",1
"2020-04-22","F","18-44","UCAYALI","CORONEL PORTILLO",1
"2020-04-22","F","45-64","CALLAO","CALLAO",2
"2020-04-22","F","45-64","ICA","CHINCHA",3
"2020-04-22","F","45-64","LAMBAYEQUE","CHICLAYO",1
"2020-04-22","F","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-04-22","F","45-64","LIMA","LIMA",9
"2020-04-22","F","45-64","LORETO","MAYNAS",2
"2020-04-22","F","45-64","PIURA","PIURA",2
"2020-04-22","F","65+","ANCASH","SANTA",1
"2020-04-22","F","65+","CALLAO","CALLAO",5
"2020-04-22","F","65+","LAMBAYEQUE","CHICLAYO",4
"2020-04-22","F","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-04-22","F","65+","LIMA","HUARAL",1
"2020-04-22","F","65+","LIMA","LIMA",19
"2020-04-22","F","65+","LORETO","MAYNAS",5
"2020-04-22","F","65+","PIURA","PIURA",4
"2020-04-22","F","65+","PIURA","SULLANA",1
"2020-04-22","M","0-17","CALLAO","CALLAO",1
"2020-04-22","M","18-44","ANCASH","SANTA",1
"2020-04-22","M","18-44","AREQUIPA","AREQUIPA",1
"2020-04-22","M","18-44","CUSCO","LA CONVENCION",1
"2020-04-22","M","18-44","LIMA","LIMA",8
"2020-04-22","M","18-44","LORETO","MARISCAL RAMON CASTILLA",1
"2020-04-22","M","18-44","LORETO","MAYNAS",1
"2020-04-22","M","18-44","PIURA","TALARA",1
"2020-04-22","M","18-44","SAN MARTIN","EL DORADO",1
"2020-04-22","M","45-64","ANCASH","SANTA",1
"2020-04-22","M","45-64","AREQUIPA","AREQUIPA",1
"2020-04-22","M","45-64","CALLAO","CALLAO",3
"2020-04-22","M","45-64","ICA","PALPA",1
"2020-04-22","M","45-64","JUNIN","TARMA",1
"2020-04-22","M","45-64","LA LIBERTAD","OTUZCO",1
"2020-04-22","M","45-64","LA LIBERTAD","TRUJILLO",1
"2020-04-22","M","45-64","LAMBAYEQUE","CHICLAYO",5
"2020-04-22","M","45-64","LAMBAYEQUE","FERREÑAFE",2
"2020-04-22","M","45-64","LIMA","CAÑETE",1
"2020-04-22","M","45-64","LIMA","HUARAL",1
"2020-04-22","M","45-64","LIMA","LIMA",36
"2020-04-22","M","45-64","LORETO","MAYNAS",5
"2020-04-22","M","45-64","PIURA","PIURA",1
"2020-04-22","M","45-64","TUMBES","TUMBES",1
"2020-04-22","M","45-64","UCAYALI","CORONEL PORTILLO",4
"2020-04-22","M","65+","ANCASH","SANTA",1
"2020-04-22","M","65+","CALLAO","CALLAO",5
"2020-04-22","M","65+","ICA","NAZCA",1
"2020-04-22","M","65+","LA LIBERTAD","TRUJILLO",1
"2020-04-22","M","65+","LAMBAYEQUE","CHICLAYO",8
"2020-04-22","M","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-04-22","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2020-04-22","M","65+","LIMA","CAÑETE",1
"2020-04-22","M","65+","LIMA","HUARAL",1
"2020-04-22","M","65+","LIMA","LIMA",52
"2020-04-22","M","65+","LORETO","MAYNAS",6
"2020-04-22","M","65+","PIURA","MORROPON",1
"2020-04-22","M","65+","PIURA","PAITA",1
"2020-04-22","M","65+","PIURA","PIURA",3
"2020-04-22","M","65+","PIURA","SULLANA",1
"2020-04-22","M","65+","PIURA","TALARA",1
"2020-04-22","M","65+","TUMBES","TUMBES",2
"2020-04-22","M","65+","UCAYALI","CORONEL PORTILLO",3
"2020-04-23","F","0-17","UCAYALI","CORONEL PORTILLO",1
"2020-04-23","F","18-44","LIMA","LIMA",2
"2020-04-23","F","18-44","LORETO","MAYNAS",2
"2020-04-23","F","18-44","PIURA","PIURA",1
"2020-04-23","F","45-64","CALLAO","CALLAO",2
"2020-04-23","F","45-64","ICA","ICA",1
"2020-04-23","F","45-64","JUNIN","HUANCAYO",1
"2020-04-23","F","45-64","LA LIBERTAD","CHEPEN",1
"2020-04-23","F","45-64","LAMBAYEQUE","CHICLAYO",2
"2020-04-23","F","45-64","LIMA","HUARAL",1
"2020-04-23","F","45-64","LIMA","LIMA",10
"2020-04-23","F","45-64","LORETO","MAYNAS",1
"2020-04-23","F","45-64","PIURA","PIURA",3
"2020-04-23","F","45-64","UCAYALI","CORONEL PORTILLO",1
"2020-04-23","F","65+","ANCASH","SANTA",1
"2020-04-23","F","65+","AYACUCHO","LUCANAS",1
"2020-04-23","F","65+","AYACUCHO","SUCRE",1
