"fecha_fallecimiento","sexo","agrp","dpt_cdc","n"
"2020-04-19","M","45-64","LA LIBERTAD",2
"2020-04-19","M","45-64","LAMBAYEQUE",4
"2020-04-19","M","45-64","LIMA",25
"2020-04-19","M","45-64","LORETO",2
"2020-04-19","M","45-64","PIURA",5
"2020-04-19","M","45-64","TUMBES",1
"2020-04-19","M","45-64","UCAYALI",5
"2020-04-19","M","65+","ANCASH",1
"2020-04-19","M","65+","APURIMAC",1
"2020-04-19","M","65+","CALLAO",6
"2020-04-19","M","65+","LAMBAYEQUE",7
"2020-04-19","M","65+","LIMA",33
"2020-04-19","M","65+","LORETO",5
"2020-04-19","M","65+","PIURA",3
"2020-04-19","M","65+","UCAYALI",3
"2020-04-20","F","18-44","AREQUIPA",1
"2020-04-20","F","18-44","LAMBAYEQUE",1
"2020-04-20","F","18-44","LORETO",1
"2020-04-20","F","45-64","ANCASH",1
"2020-04-20","F","45-64","AREQUIPA",1
"2020-04-20","F","45-64","CALLAO",3
"2020-04-20","F","45-64","ICA",1
"2020-04-20","F","45-64","LAMBAYEQUE",3
"2020-04-20","F","45-64","LIMA",5
"2020-04-20","F","45-64","LORETO",1
"2020-04-20","F","45-64","PIURA",1
"2020-04-20","F","45-64","SAN MARTIN",1
"2020-04-20","F","65+","ANCASH",1
"2020-04-20","F","65+","AYACUCHO",1
"2020-04-20","F","65+","CALLAO",3
"2020-04-20","F","65+","LA LIBERTAD",2
"2020-04-20","F","65+","LAMBAYEQUE",5
"2020-04-20","F","65+","LIMA",19
"2020-04-20","F","65+","LORETO",1
"2020-04-20","F","65+","PIURA",1
"2020-04-20","F","65+","UCAYALI",3
"2020-04-20","M","18-44","ANCASH",1
"2020-04-20","M","18-44","AREQUIPA",2
"2020-04-20","M","18-44","LAMBAYEQUE",2
"2020-04-20","M","18-44","LIMA",6
"2020-04-20","M","18-44","LORETO",1
"2020-04-20","M","18-44","PIURA",2
"2020-04-20","M","45-64","ANCASH",3
"2020-04-20","M","45-64","CAJAMARCA",1
"2020-04-20","M","45-64","CALLAO",7
"2020-04-20","M","45-64","ICA",1
"2020-04-20","M","45-64","LAMBAYEQUE",1
"2020-04-20","M","45-64","LIMA",36
"2020-04-20","M","45-64","PIURA",5
"2020-04-20","M","45-64","TUMBES",1
"2020-04-20","M","65+","ANCASH",2
"2020-04-20","M","65+","CAJAMARCA",1
"2020-04-20","M","65+","CALLAO",4
"2020-04-20","M","65+","HUANCAVELICA",1
"2020-04-20","M","65+","LA LIBERTAD",2
"2020-04-20","M","65+","LAMBAYEQUE",8
"2020-04-20","M","65+","LIMA",42
"2020-04-20","M","65+","LORETO",4
"2020-04-20","M","65+","PIURA",6
"2020-04-20","M","65+","PUNO",1
"2020-04-20","M","65+","UCAYALI",3
"2020-04-21","F","18-44","CALLAO",2
"2020-04-21","F","18-44","LIMA",2
"2020-04-21","F","45-64","CALLAO",3
"2020-04-21","F","45-64","ICA",1
"2020-04-21","F","45-64","LAMBAYEQUE",1
"2020-04-21","F","45-64","LIMA",9
"2020-04-21","F","45-64","LORETO",1
"2020-04-21","F","45-64","PIURA",2
"2020-04-21","F","65+","AREQUIPA",1
"2020-04-21","F","65+","CALLAO",4
"2020-04-21","F","65+","ICA",1
"2020-04-21","F","65+","LAMBAYEQUE",6
"2020-04-21","F","65+","LIMA",17
"2020-04-21","F","65+","LORETO",4
"2020-04-21","F","65+","PIURA",1
"2020-04-21","M","18-44","LAMBAYEQUE",1
"2020-04-21","M","18-44","LIMA",9
"2020-04-21","M","18-44","PIURA",1
"2020-04-21","M","45-64","ANCASH",1
"2020-04-21","M","45-64","CALLAO",6
"2020-04-21","M","45-64","ICA",1
"2020-04-21","M","45-64","LA LIBERTAD",1
"2020-04-21","M","45-64","LAMBAYEQUE",6
"2020-04-21","M","45-64","LIMA",27
"2020-04-21","M","45-64","LORETO",3
"2020-04-21","M","45-64","PIURA",6
"2020-04-21","M","45-64","SAN MARTIN",1
"2020-04-21","M","45-64","TUMBES",1
"2020-04-21","M","45-64","UCAYALI",2
"2020-04-21","M","65+","ANCASH",2
"2020-04-21","M","65+","CALLAO",7
"2020-04-21","M","65+","ICA",2
"2020-04-21","M","65+","JUNIN",1
"2020-04-21","M","65+","LAMBAYEQUE",6
"2020-04-21","M","65+","LIMA",62
"2020-04-21","M","65+","LORETO",8
"2020-04-21","M","65+","PIURA",4
"2020-04-21","M","65+","TUMBES",2
"2020-04-21","M","65+","UCAYALI",2
"2020-04-22","F","18-44","LIMA",4
"2020-04-22","F","18-44","LORETO",2
"2020-04-22","F","18-44","UCAYALI",2
"2020-04-22","F","45-64","CALLAO",2
"2020-04-22","F","45-64","ICA",3
"2020-04-22","F","45-64","LAMBAYEQUE",2
"2020-04-22","F","45-64","LIMA",9
"2020-04-22","F","45-64","LORETO",2
"2020-04-22","F","45-64","PIURA",2
"2020-04-22","F","65+","ANCASH",1
"2020-04-22","F","65+","CALLAO",5
"2020-04-22","F","65+","LAMBAYEQUE",5
"2020-04-22","F","65+","LIMA",20
"2020-04-22","F","65+","LORETO",5
"2020-04-22","F","65+","PIURA",5
"2020-04-22","M","0-17","CALLAO",1
"2020-04-22","M","18-44","ANCASH",1
"2020-04-22","M","18-44","AREQUIPA",1
"2020-04-22","M","18-44","CUSCO",1
"2020-04-22","M","18-44","LIMA",8
"2020-04-22","M","18-44","LORETO",2
"2020-04-22","M","18-44","PIURA",1
"2020-04-22","M","18-44","SAN MARTIN",1
"2020-04-22","M","45-64","ANCASH",1
"2020-04-22","M","45-64","AREQUIPA",1
"2020-04-22","M","45-64","CALLAO",3
"2020-04-22","M","45-64","ICA",1
"2020-04-22","M","45-64","JUNIN",1
"2020-04-22","M","45-64","LA LIBERTAD",2
"2020-04-22","M","45-64","LAMBAYEQUE",7
"2020-04-22","M","45-64","LIMA",38
"2020-04-22","M","45-64","LORETO",5
"2020-04-22","M","45-64","PIURA",1
"2020-04-22","M","45-64","TUMBES",1
"2020-04-22","M","45-64","UCAYALI",4
"2020-04-22","M","65+","ANCASH",1
"2020-04-22","M","65+","CALLAO",5
"2020-04-22","M","65+","ICA",1
"2020-04-22","M","65+","LA LIBERTAD",1
"2020-04-22","M","65+","LAMBAYEQUE",11
"2020-04-22","M","65+","LIMA",54
"2020-04-22","M","65+","LORETO",6
"2020-04-22","M","65+","PIURA",7
"2020-04-22","M","65+","TUMBES",2
"2020-04-22","M","65+","UCAYALI",3
"2020-04-23","F","0-17","UCAYALI",1
"2020-04-23","F","18-44","LIMA",2
"2020-04-23","F","18-44","LORETO",2
"2020-04-23","F","18-44","PIURA",1
"2020-04-23","F","45-64","CALLAO",2
"2020-04-23","F","45-64","ICA",1
"2020-04-23","F","45-64","JUNIN",1
"2020-04-23","F","45-64","LA LIBERTAD",1
"2020-04-23","F","45-64","LAMBAYEQUE",2
"2020-04-23","F","45-64","LIMA",11
"2020-04-23","F","45-64","LORETO",1
"2020-04-23","F","45-64","PIURA",3
"2020-04-23","F","45-64","UCAYALI",1
"2020-04-23","F","65+","ANCASH",1
"2020-04-23","F","65+","AYACUCHO",2
"2020-04-23","F","65+","CALLAO",2
"2020-04-23","F","65+","ICA",2
"2020-04-23","F","65+","LAMBAYEQUE",6
"2020-04-23","F","65+","LIMA",23
"2020-04-23","F","65+","LORETO",4
"2020-04-23","F","65+","PIURA",2
"2020-04-23","F","65+","UCAYALI",2
"2020-04-23","M","0-17","JUNIN",1
"2020-04-23","M","18-44","CALLAO",2
"2020-04-23","M","18-44","LAMBAYEQUE",1
"2020-04-23","M","18-44","LIMA",8
"2020-04-23","M","18-44","LORETO",3
"2020-04-23","M","18-44","PIURA",1
"2020-04-23","M","18-44","UCAYALI",1
"2020-04-23","M","45-64","ANCASH",2
"2020-04-23","M","45-64","AREQUIPA",1
"2020-04-23","M","45-64","CALLAO",5
"2020-04-23","M","45-64","CUSCO",1
"2020-04-23","M","45-64","LA LIBERTAD",3
"2020-04-23","M","45-64","LAMBAYEQUE",6
"2020-04-23","M","45-64","LIMA",27
"2020-04-23","M","45-64","LORETO",5
"2020-04-23","M","45-64","PIURA",3
"2020-04-23","M","45-64","UCAYALI",3
"2020-04-23","M","65+","ANCASH",5
"2020-04-23","M","65+","APURIMAC",1
"2020-04-23","M","65+","CALLAO",8
"2020-04-23","M","65+","ICA",1
"2020-04-23","M","65+","LA LIBERTAD",3
"2020-04-23","M","65+","LAMBAYEQUE",18
"2020-04-23","M","65+","LIMA",42
"2020-04-23","M","65+","LORETO",9
"2020-04-23","M","65+","PIURA",5
"2020-04-23","M","65+","TACNA",1
"2020-04-23","M","65+","TUMBES",1
"2020-04-23","M","65+","UCAYALI",2
"2020-04-24","F","0-17","ICA",1
"2020-04-24","F","0-17","LIMA",1
"2020-04-24","F","0-17","UCAYALI",1
"2020-04-24","F","18-44","ANCASH",1
"2020-04-24","F","18-44","CALLAO",2
"2020-04-24","F","18-44","LIMA",3
"2020-04-24","F","18-44","LORETO",2
"2020-04-24","F","18-44","PIURA",1
"2020-04-24","F","18-44","TUMBES",1
"2020-04-24","F","18-44","UCAYALI",1
"2020-04-24","F","45-64","CALLAO",2
"2020-04-24","F","45-64","LAMBAYEQUE",4
"2020-04-24","F","45-64","LIMA",17
"2020-04-24","F","45-64","LORETO",2
"2020-04-24","F","45-64","PIURA",4
"2020-04-24","F","45-64","UCAYALI",1
"2020-04-24","F","65+","ANCASH",3
"2020-04-24","F","65+","CALLAO",7
"2020-04-24","F","65+","ICA",1
"2020-04-24","F","65+","LA LIBERTAD",1
"2020-04-24","F","65+","LAMBAYEQUE",6
"2020-04-24","F","65+","LIMA",19
"2020-04-24","F","65+","LORETO",4
"2020-04-24","F","65+","MOQUEGUA",1
"2020-04-24","F","65+","PIURA",4
"2020-04-24","F","65+","TUMBES",1
"2020-04-24","F","65+","UCAYALI",2
"2020-04-24","M","0-17","PIURA",1
"2020-04-24","M","18-44","CALLAO",2
"2020-04-24","M","18-44","LAMBAYEQUE",1
"2020-04-24","M","18-44","LIMA",9
"2020-04-24","M","18-44","LORETO",2
"2020-04-24","M","18-44","UCAYALI",1
"2020-04-24","M","45-64","ANCASH",2
"2020-04-24","M","45-64","AREQUIPA",1
"2020-04-24","M","45-64","CALLAO",9
"2020-04-24","M","45-64","ICA",1
"2020-04-24","M","45-64","JUNIN",1
"2020-04-24","M","45-64","LAMBAYEQUE",9
"2020-04-24","M","45-64","LIMA",34
"2020-04-24","M","45-64","LORETO",10
"2020-04-24","M","45-64","PIURA",3
"2020-04-24","M","45-64","TUMBES",1
"2020-04-24","M","45-64","UCAYALI",2
"2020-04-24","M","65+","ANCASH",2
"2020-04-24","M","65+","CALLAO",8
"2020-04-24","M","65+","HUANCAVELICA",1
"2020-04-24","M","65+","ICA",2
"2020-04-24","M","65+","LA LIBERTAD",1
"2020-04-24","M","65+","LAMBAYEQUE",8
"2020-04-24","M","65+","LIMA",47
"2020-04-24","M","65+","LORETO",14
"2020-04-24","M","65+","PASCO",1
"2020-04-24","M","65+","PIURA",7
"2020-04-24","M","65+","PUNO",1
"2020-04-24","M","65+","TUMBES",1
"2020-04-24","M","65+","UCAYALI",7
"2020-04-25","F","18-44","ICA",1
"2020-04-25","F","18-44","LAMBAYEQUE",1
"2020-04-25","F","18-44","LIMA",2
"2020-04-25","F","18-44","LORETO",1
"2020-04-25","F","18-44","UCAYALI",3
"2020-04-25","F","45-64","ANCASH",1
"2020-04-25","F","45-64","CALLAO",2
"2020-04-25","F","45-64","ICA",2
"2020-04-25","F","45-64","LAMBAYEQUE",4
"2020-04-25","F","45-64","LIMA",5
"2020-04-25","F","45-64","LORETO",4
"2020-04-25","F","45-64","PIURA",2
"2020-04-25","F","45-64","UCAYALI",4
"2020-04-25","F","65+","ANCASH",1
"2020-04-25","F","65+","AREQUIPA",1
"2020-04-25","F","65+","CALLAO",3
"2020-04-25","F","65+","ICA",2
"2020-04-25","F","65+","JUNIN",1
"2020-04-25","F","65+","LAMBAYEQUE",4
"2020-04-25","F","65+","LIMA",21
"2020-04-25","F","65+","LORETO",5
"2020-04-25","F","65+","MADRE DE DIOS",1
"2020-04-25","F","65+","PIURA",1
"2020-04-25","F","65+","TUMBES",1
"2020-04-25","F","65+","UCAYALI",3
"2020-04-25","M","18-44","JUNIN",1
"2020-04-25","M","18-44","LAMBAYEQUE",1
"2020-04-25","M","18-44","LIMA",7
"2020-04-25","M","18-44","LORETO",3
"2020-04-25","M","18-44","PIURA",2
"2020-04-25","M","45-64","ANCASH",1
"2020-04-25","M","45-64","AREQUIPA",1
"2020-04-25","M","45-64","CALLAO",4
"2020-04-25","M","45-64","ICA",2
"2020-04-25","M","45-64","JUNIN",1
"2020-04-25","M","45-64","LAMBAYEQUE",15
"2020-04-25","M","45-64","LIMA",37
"2020-04-25","M","45-64","LORETO",6
"2020-04-25","M","45-64","PIURA",11
"2020-04-25","M","45-64","UCAYALI",3
"2020-04-25","M","65+","ANCASH",3
"2020-04-25","M","65+","APURIMAC",1
"2020-04-25","M","65+","CAJAMARCA",1
"2020-04-25","M","65+","CALLAO",8
"2020-04-25","M","65+","ICA",1
"2020-04-25","M","65+","LA LIBERTAD",1
"2020-04-25","M","65+","LAMBAYEQUE",11
"2020-04-25","M","65+","LIMA",51
"2020-04-25","M","65+","LORETO",12
"2020-04-25","M","65+","PIURA",9
"2020-04-25","M","65+","TUMBES",1
"2020-04-25","M","65+","UCAYALI",8
"2020-04-26","F","0-17","LIMA",1
"2020-04-26","F","0-17","UCAYALI",1
"2020-04-26","F","18-44","LA LIBERTAD",1
"2020-04-26","F","18-44","LAMBAYEQUE",1
"2020-04-26","F","18-44","LIMA",2
"2020-04-26","F","18-44","PIURA",1
"2020-04-26","F","45-64","ANCASH",1
"2020-04-26","F","45-64","ICA",2
"2020-04-26","F","45-64","LA LIBERTAD",1
"2020-04-26","F","45-64","LAMBAYEQUE",4
"2020-04-26","F","45-64","LIMA",11
"2020-04-26","F","45-64","LORETO",4
"2020-04-26","F","45-64","PIURA",1
"2020-04-26","F","45-64","UCAYALI",2
"2020-04-26","F","65+","ANCASH",2
"2020-04-26","F","65+","CALLAO",3
"2020-04-26","F","65+","ICA",1
"2020-04-26","F","65+","LA LIBERTAD",2
"2020-04-26","F","65+","LAMBAYEQUE",8
"2020-04-26","F","65+","LIMA",29
"2020-04-26","F","65+","LORETO",7
"2020-04-26","F","65+","PIURA",3
"2020-04-26","F","65+","UCAYALI",4
"2020-04-26","M","0-17","LIMA",1
"2020-04-26","M","18-44","AMAZONAS",1
"2020-04-26","M","18-44","LAMBAYEQUE",1
"2020-04-26","M","18-44","LIMA",4
"2020-04-26","M","18-44","LORETO",2
"2020-04-26","M","18-44","PIURA",2
"2020-04-26","M","18-44","UCAYALI",1
"2020-04-26","M","45-64","ANCASH",1
"2020-04-26","M","45-64","AREQUIPA",1
"2020-04-26","M","45-64","CALLAO",4
"2020-04-26","M","45-64","ICA",1
"2020-04-26","M","45-64","LA LIBERTAD",3
"2020-04-26","M","45-64","LAMBAYEQUE",6
"2020-04-26","M","45-64","LIMA",31
"2020-04-26","M","45-64","LORETO",12
"2020-04-26","M","45-64","PIURA",7
"2020-04-26","M","45-64","UCAYALI",4
"2020-04-26","M","65+","ANCASH",5
"2020-04-26","M","65+","AREQUIPA",1
"2020-04-26","M","65+","CALLAO",11
"2020-04-26","M","65+","ICA",2
"2020-04-26","M","65+","JUNIN",2
"2020-04-26","M","65+","LA LIBERTAD",2
"2020-04-26","M","65+","LAMBAYEQUE",8
"2020-04-26","M","65+","LIMA",62
"2020-04-26","M","65+","LORETO",9
"2020-04-26","M","65+","PIURA",11
"2020-04-26","M","65+","TUMBES",1
"2020-04-26","M","65+","UCAYALI",6
"2020-04-27","F","0-17","PIURA",1
"2020-04-27","F","18-44","JUNIN",2
"2020-04-27","F","18-44","LAMBAYEQUE",1
"2020-04-27","F","18-44","LIMA",4
"2020-04-27","F","18-44","LORETO",1
"2020-04-27","F","18-44","PIURA",3
"2020-04-27","F","45-64","ANCASH",3
"2020-04-27","F","45-64","CALLAO",2
"2020-04-27","F","45-64","JUNIN",1
"2020-04-27","F","45-64","LA LIBERTAD",1
"2020-04-27","F","45-64","LAMBAYEQUE",4
"2020-04-27","F","45-64","LIMA",13
"2020-04-27","F","45-64","LORETO",6
"2020-04-27","F","45-64","PIURA",2
"2020-04-27","F","45-64","UCAYALI",1
"2020-04-27","F","65+","CALLAO",4
"2020-04-27","F","65+","HUANUCO",1
"2020-04-27","F","65+","LAMBAYEQUE",7
"2020-04-27","F","65+","LIMA",28
"2020-04-27","F","65+","LORETO",8
"2020-04-27","F","65+","PIURA",3
"2020-04-27","F","65+","SAN MARTIN",1
"2020-04-27","F","65+","UCAYALI",1
"2020-04-27","M","0-17","LIMA",1
"2020-04-27","M","18-44","ANCASH",1
"2020-04-27","M","18-44","AREQUIPA",1
"2020-04-27","M","18-44","CAJAMARCA",1
"2020-04-27","M","18-44","CALLAO",1
"2020-04-27","M","18-44","JUNIN",1
"2020-04-27","M","18-44","LAMBAYEQUE",2
"2020-04-27","M","18-44","LIMA",7
"2020-04-27","M","18-44","LORETO",1
"2020-04-27","M","18-44","PIURA",2
"2020-04-27","M","18-44","UCAYALI",3
"2020-04-27","M","45-64","ANCASH",5
"2020-04-27","M","45-64","CALLAO",4
"2020-04-27","M","45-64","ICA",1
"2020-04-27","M","45-64","LA LIBERTAD",1
"2020-04-27","M","45-64","LAMBAYEQUE",7
"2020-04-27","M","45-64","LIMA",38
"2020-04-27","M","45-64","LORETO",14
"2020-04-27","M","45-64","PIURA",6
"2020-04-27","M","45-64","UCAYALI",5
"2020-04-27","M","65+","ANCASH",7
"2020-04-27","M","65+","CAJAMARCA",1
"2020-04-27","M","65+","CALLAO",6
"2020-04-27","M","65+","ICA",1
"2020-04-27","M","65+","LA LIBERTAD",1
"2020-04-27","M","65+","LAMBAYEQUE",13
"2020-04-27","M","65+","LIMA",54
"2020-04-27","M","65+","LORETO",6
"2020-04-27","M","65+","PIURA",7
"2020-04-27","M","65+","UCAYALI",3
"2020-04-28","F","18-44","CALLAO",1
"2020-04-28","F","18-44","LIMA",3
"2020-04-28","F","18-44","LORETO",2
"2020-04-28","F","18-44","PIURA",1
"2020-04-28","F","45-64","AREQUIPA",1
"2020-04-28","F","45-64","CALLAO",1
"2020-04-28","F","45-64","LA LIBERTAD",1
"2020-04-28","F","45-64","LAMBAYEQUE",3
"2020-04-28","F","45-64","LIMA",12
"2020-04-28","F","45-64","LORETO",4
"2020-04-28","F","45-64","MOQUEGUA",1
"2020-04-28","F","45-64","PIURA",2
"2020-04-28","F","45-64","UCAYALI",4
"2020-04-28","F","65+","ANCASH",3
"2020-04-28","F","65+","AYACUCHO",1
"2020-04-28","F","65+","CALLAO",3
"2020-04-28","F","65+","ICA",3
"2020-04-28","F","65+","LA LIBERTAD",1
"2020-04-28","F","65+","LAMBAYEQUE",9
"2020-04-28","F","65+","LIMA",30
"2020-04-28","F","65+","LORETO",3
"2020-04-28","F","65+","PIURA",2
"2020-04-28","F","65+","UCAYALI",6
"2020-04-28","M","18-44","ICA",2
"2020-04-28","M","18-44","LIMA",10
"2020-04-28","M","18-44","PIURA",2
"2020-04-28","M","18-44","UCAYALI",1
"2020-04-28","M","45-64","ANCASH",1
"2020-04-28","M","45-64","CALLAO",6
"2020-04-28","M","45-64","HUANCAVELICA",1
"2020-04-28","M","45-64","ICA",2
"2020-04-28","M","45-64","JUNIN",1
"2020-04-28","M","45-64","LA LIBERTAD",1
"2020-04-28","M","45-64","LAMBAYEQUE",13
"2020-04-28","M","45-64","LIMA",40
"2020-04-28","M","45-64","LORETO",13
"2020-04-28","M","45-64","PIURA",9
"2020-04-28","M","45-64","UCAYALI",1
"2020-04-28","M","65+","ANCASH",1
"2020-04-28","M","65+","CALLAO",3
"2020-04-28","M","65+","HUANCAVELICA",1
"2020-04-28","M","65+","ICA",2
"2020-04-28","M","65+","LA LIBERTAD",7
"2020-04-28","M","65+","LAMBAYEQUE",12
"2020-04-28","M","65+","LIMA",56
"2020-04-28","M","65+","LORETO",22
"2020-04-28","M","65+","PIURA",12
"2020-04-28","M","65+","UCAYALI",9
"2020-04-29","F","18-44","CALLAO",1
"2020-04-29","F","18-44","LIMA",1
"2020-04-29","F","18-44","LORETO",1
"2020-04-29","F","18-44","PIURA",1
"2020-04-29","F","45-64","CALLAO",3
"2020-04-29","F","45-64","LA LIBERTAD",1
"2020-04-29","F","45-64","LAMBAYEQUE",2
"2020-04-29","F","45-64","LIMA",16
"2020-04-29","F","45-64","LORETO",2
"2020-04-29","F","45-64","PIURA",3
"2020-04-29","F","45-64","UCAYALI",2
"2020-04-29","F","65+","AREQUIPA",1
"2020-04-29","F","65+","CALLAO",2
"2020-04-29","F","65+","LA LIBERTAD",1
"2020-04-29","F","65+","LAMBAYEQUE",3
"2020-04-29","F","65+","LIMA",34
"2020-04-29","F","65+","LORETO",7
"2020-04-29","F","65+","PIURA",9
"2020-04-29","F","65+","UCAYALI",8
"2020-04-29","M","0-17","LAMBAYEQUE",1
"2020-04-29","M","18-44","ANCASH",1
"2020-04-29","M","18-44","CALLAO",1
"2020-04-29","M","18-44","LIMA",7
"2020-04-29","M","18-44","LORETO",1
"2020-04-29","M","18-44","PIURA",3
"2020-04-29","M","45-64","ANCASH",3
"2020-04-29","M","45-64","CALLAO",5
"2020-04-29","M","45-64","ICA",4
"2020-04-29","M","45-64","LAMBAYEQUE",5
"2020-04-29","M","45-64","LIMA",30
"2020-04-29","M","45-64","LORETO",16
"2020-04-29","M","45-64","PIURA",9
"2020-04-29","M","45-64","PUNO",1
"2020-04-29","M","45-64","UCAYALI",5
"2020-04-29","M","65+","ANCASH",1
"2020-04-29","M","65+","CAJAMARCA",2
"2020-04-29","M","65+","CALLAO",6
"2020-04-29","M","65+","LA LIBERTAD",1
"2020-04-29","M","65+","LAMBAYEQUE",14
"2020-04-29","M","65+","LIMA",61
"2020-04-29","M","65+","LORETO",15
"2020-04-29","M","65+","PIURA",12
"2020-04-29","M","65+","PUNO",1
"2020-04-29","M","65+","SAN MARTIN",1
"2020-04-29","M","65+","UCAYALI",11
"2020-04-30","F","0-17","UCAYALI",1
"2020-04-30","F","18-44","ICA",1
"2020-04-30","F","18-44","LAMBAYEQUE",2
"2020-04-30","F","18-44","LIMA",5
"2020-04-30","F","18-44","LORETO",1
"2020-04-30","F","18-44","UCAYALI",1
"2020-04-30","F","45-64","CALLAO",2
"2020-04-30","F","45-64","ICA",1
"2020-04-30","F","45-64","LAMBAYEQUE",1
"2020-04-30","F","45-64","LIMA",13
"2020-04-30","F","45-64","LORETO",4
"2020-04-30","F","45-64","PASCO",1
"2020-04-30","F","45-64","PIURA",2
"2020-04-30","F","45-64","UCAYALI",2
"2020-04-30","F","65+","ANCASH",1
"2020-04-30","F","65+","AREQUIPA",1
"2020-04-30","F","65+","CALLAO",4
"2020-04-30","F","65+","LA LIBERTAD",1
"2020-04-30","F","65+","LAMBAYEQUE",5
"2020-04-30","F","65+","LIMA",34
"2020-04-30","F","65+","LORETO",10
"2020-04-30","F","65+","PIURA",3
"2020-04-30","F","65+","UCAYALI",4
"2020-04-30","M","0-17","LIMA",1
"2020-04-30","M","18-44","ANCASH",1
"2020-04-30","M","18-44","ICA",1
"2020-04-30","M","18-44","LA LIBERTAD",1
"2020-04-30","M","18-44","LAMBAYEQUE",4
"2020-04-30","M","18-44","LIMA",7
"2020-04-30","M","18-44","LORETO",4
"2020-04-30","M","18-44","PIURA",3
"2020-04-30","M","18-44","UCAYALI",2
"2020-04-30","M","45-64","ANCASH",5
"2020-04-30","M","45-64","AREQUIPA",2
"2020-04-30","M","45-64","CALLAO",10
"2020-04-30","M","45-64","ICA",5
"2020-04-30","M","45-64","LA LIBERTAD",1
"2020-04-30","M","45-64","LAMBAYEQUE",9
"2020-04-30","M","45-64","LIMA",58
"2020-04-30","M","45-64","LORETO",9
"2020-04-30","M","45-64","PIURA",14
"2020-04-30","M","45-64","UCAYALI",6
"2020-04-30","M","65+","ANCASH",2
"2020-04-30","M","65+","CALLAO",10
"2020-04-30","M","65+","HUANUCO",1
"2020-04-30","M","65+","ICA",4
"2020-04-30","M","65+","LA LIBERTAD",2
"2020-04-30","M","65+","LAMBAYEQUE",11
"2020-04-30","M","65+","LIMA",61
"2020-04-30","M","65+","LORETO",18
"2020-04-30","M","65+","PIURA",17
"2020-04-30","M","65+","UCAYALI",11
"2020-05-01","F","18-44","ICA",1
"2020-05-01","F","18-44","LIMA",2
"2020-05-01","F","18-44","LORETO",1
"2020-05-01","F","18-44","PIURA",2
"2020-05-01","F","18-44","UCAYALI",1
"2020-05-01","F","45-64","CALLAO",3
"2020-05-01","F","45-64","LAMBAYEQUE",2
"2020-05-01","F","45-64","LIMA",21
"2020-05-01","F","45-64","LORETO",4
"2020-05-01","F","45-64","PIURA",4
"2020-05-01","F","45-64","UCAYALI",3
"2020-05-01","F","65+","ANCASH",1
"2020-05-01","F","65+","AREQUIPA",1
"2020-05-01","F","65+","CALLAO",6
"2020-05-01","F","65+","CUSCO",1
"2020-05-01","F","65+","HUANUCO",1
"2020-05-01","F","65+","ICA",2
"2020-05-01","F","65+","LAMBAYEQUE",5
"2020-05-01","F","65+","LIMA",40
"2020-05-01","F","65+","LORETO",8
"2020-05-01","F","65+","PASCO",1
"2020-05-01","F","65+","PIURA",6
"2020-05-01","F","65+","UCAYALI",4
"2020-05-01","M","0-17","LIMA",2
"2020-05-01","M","0-17","UCAYALI",1
"2020-05-01","M","18-44","CALLAO",2
"2020-05-01","M","18-44","ICA",2
"2020-05-01","M","18-44","LA LIBERTAD",1
"2020-05-01","M","18-44","LIMA",6
"2020-05-01","M","18-44","LORETO",4
"2020-05-01","M","18-44","PIURA",1
"2020-05-01","M","45-64","ANCASH",2
"2020-05-01","M","45-64","CALLAO",6
"2020-05-01","M","45-64","ICA",3
"2020-05-01","M","45-64","LA LIBERTAD",4
"2020-05-01","M","45-64","LAMBAYEQUE",17
"2020-05-01","M","45-64","LIMA",53
"2020-05-01","M","45-64","LORETO",13
"2020-05-01","M","45-64","PIURA",6
"2020-05-01","M","45-64","TUMBES",2
"2020-05-01","M","45-64","UCAYALI",6
"2020-05-01","M","65+","AMAZONAS",1
"2020-05-01","M","65+","ANCASH",3
"2020-05-01","M","65+","AREQUIPA",3
"2020-05-01","M","65+","CAJAMARCA",1
"2020-05-01","M","65+","CALLAO",5
"2020-05-01","M","65+","ICA",2
"2020-05-01","M","65+","JUNIN",2
"2020-05-01","M","65+","LA LIBERTAD",1
"2020-05-01","M","65+","LAMBAYEQUE",13
"2020-05-01","M","65+","LIMA",75
"2020-05-01","M","65+","LORETO",15
"2020-05-01","M","65+","PASCO",1
"2020-05-01","M","65+","PIURA",7
"2020-05-01","M","65+","TUMBES",1
"2020-05-01","M","65+","UCAYALI",10
"2020-05-02","F","18-44","LIMA",5
"2020-05-02","F","18-44","LORETO",1
"2020-05-02","F","18-44","PIURA",2
"2020-05-02","F","45-64","ICA",2
"2020-05-02","F","45-64","LAMBAYEQUE",6
"2020-05-02","F","45-64","LIMA",18
"2020-05-02","F","45-64","LORETO",4
"2020-05-02","F","45-64","PIURA",6
"2020-05-02","F","45-64","PUNO",1
"2020-05-02","F","45-64","UCAYALI",4
"2020-05-02","F","65+","ANCASH",1
"2020-05-02","F","65+","AREQUIPA",1
"2020-05-02","F","65+","CALLAO",5
"2020-05-02","F","65+","LAMBAYEQUE",5
"2020-05-02","F","65+","LIMA",21
"2020-05-02","F","65+","LORETO",12
"2020-05-02","F","65+","PIURA",2
"2020-05-02","F","65+","UCAYALI",5
"2020-05-02","M","18-44","CALLAO",4
"2020-05-02","M","18-44","LAMBAYEQUE",1
